realtime_start,date,value
2013-07-31 00:00:00,1948-10-01 00:00:00,2033.3
2014-07-30 00:00:00,1948-10-01 00:00:00,2035.3
2017-10-27 00:00:00,1948-10-01 00:00:00,2035.329
2018-07-27 00:00:00,1948-10-01 00:00:00,2134.981
2021-07-29 00:00:00,1948-10-01 00:00:00,2136.44
2023-09-28 00:00:00,1948-10-01 00:00:00,2292.364
1992-12-22 00:00:00,1949-01-01 00:00:00,1305.3
1997-05-07 00:00:00,1949-01-01 00:00:00,1480.1
2000-04-27 00:00:00,1949-01-01 00:00:00,1549.4
2003-12-10 00:00:00,1949-01-01 00:00:00,1633.2
2009-07-31 00:00:00,1949-01-01 00:00:00,1843.8
2011-07-29 00:00:00,1949-01-01 00:00:00,1842.2
2013-07-31 00:00:00,1949-01-01 00:00:00,2005.6
2014-07-30 00:00:00,1949-01-01 00:00:00,2007.5
2017-10-27 00:00:00,1949-01-01 00:00:00,2007.522
2018-07-27 00:00:00,1949-01-01 00:00:00,2105.562
2021-07-29 00:00:00,1949-01-01 00:00:00,2107.001
2023-09-28 00:00:00,1949-01-01 00:00:00,2260.807
1992-12-22 00:00:00,1949-04-01 00:00:00,1302.0
1997-05-07 00:00:00,1949-04-01 00:00:00,1474.1
2000-04-27 00:00:00,1949-04-01 00:00:00,1545.1
2003-12-10 00:00:00,1949-04-01 00:00:00,1628.4
2009-07-31 00:00:00,1949-04-01 00:00:00,1837.1
2011-07-29 00:00:00,1949-04-01 00:00:00,1835.5
2013-07-31 00:00:00,1949-04-01 00:00:00,1998.8
2014-07-30 00:00:00,1949-04-01 00:00:00,2000.8
2017-10-27 00:00:00,1949-04-01 00:00:00,2000.788
2018-07-27 00:00:00,1949-04-01 00:00:00,2098.38
2021-07-29 00:00:00,1949-04-01 00:00:00,2099.814
2023-09-28 00:00:00,1949-04-01 00:00:00,2253.128
1992-12-22 00:00:00,1949-07-01 00:00:00,1312.6
1997-05-07 00:00:00,1949-07-01 00:00:00,1490.7
2000-04-27 00:00:00,1949-07-01 00:00:00,1562.6
2003-12-10 00:00:00,1949-07-01 00:00:00,1646.7
2009-07-31 00:00:00,1949-07-01 00:00:00,1857.7
2011-07-29 00:00:00,1949-07-01 00:00:00,1856.1
2013-07-31 00:00:00,1949-07-01 00:00:00,2020.8
2014-07-30 00:00:00,1949-07-01 00:00:00,2022.8
2017-10-27 00:00:00,1949-07-01 00:00:00,2022.798
2018-07-27 00:00:00,1949-07-01 00:00:00,2120.044
2021-07-29 00:00:00,1949-07-01 00:00:00,2121.493
2023-09-28 00:00:00,1949-07-01 00:00:00,2276.424
1992-12-22 00:00:00,1949-10-01 00:00:00,1301.9
1997-05-07 00:00:00,1949-10-01 00:00:00,1474.5
2000-04-27 00:00:00,1949-10-01 00:00:00,1546.5
2003-12-10 00:00:00,1949-10-01 00:00:00,1629.9
2009-07-31 00:00:00,1949-10-01 00:00:00,1840.3
2011-07-29 00:00:00,1949-10-01 00:00:00,1838.7
2013-07-31 00:00:00,1949-10-01 00:00:00,2002.7
2014-07-30 00:00:00,1949-10-01 00:00:00,2004.7
2017-10-27 00:00:00,1949-10-01 00:00:00,2004.653
2018-07-27 00:00:00,1949-10-01 00:00:00,2102.251
2021-07-29 00:00:00,1949-10-01 00:00:00,2103.688
2023-09-28 00:00:00,1949-10-01 00:00:00,2257.352
1992-12-22 00:00:00,1950-01-01 00:00:00,1350.9
1997-05-07 00:00:00,1950-01-01 00:00:00,1538.2
2000-04-27 00:00:00,1950-01-01 00:00:00,1610.5
2003-12-10 00:00:00,1950-01-01 00:00:00,1696.8
2009-07-31 00:00:00,1950-01-01 00:00:00,1914.6
2011-07-29 00:00:00,1950-01-01 00:00:00,1913.0
2013-07-31 00:00:00,1950-01-01 00:00:00,2082.5
2014-07-30 00:00:00,1950-01-01 00:00:00,2084.6
2017-10-27 00:00:00,1950-01-01 00:00:00,2084.559
2018-07-27 00:00:00,1950-01-01 00:00:00,2184.872
2021-07-29 00:00:00,1950-01-01 00:00:00,2186.365
2023-09-28 00:00:00,1950-01-01 00:00:00,2346.104
1992-12-22 00:00:00,1950-04-01 00:00:00,1393.5
1997-05-07 00:00:00,1950-04-01 00:00:00,1584.5
2000-04-27 00:00:00,1950-04-01 00:00:00,1658.8
2003-12-10 00:00:00,1950-04-01 00:00:00,1747.3
2009-07-31 00:00:00,1950-04-01 00:00:00,1972.9
2011-07-29 00:00:00,1950-04-01 00:00:00,1971.2
2013-07-31 00:00:00,1950-04-01 00:00:00,2145.5
2014-07-30 00:00:00,1950-04-01 00:00:00,2147.6
2017-10-27 00:00:00,1950-04-01 00:00:00,2147.592
