asset,asset_class,slot,indicator_id,indicator_type,horizon,ic_or_spread,ic_ir,n_obs,p_value,survives_fdr,low_confidence,note
^FTSE,equity,Volume,VL-PVT-SLOPE-5,continuous,20,-0.06736901347279131,-0.12876556031983272,9191,0.0004671796947030054,True,False,
^GDAXI,equity,Momentum,MO-AO-5-34,continuous,1,-0.012160997349739721,-0.8753292865278136,9198,0.259879107893467,False,False,
^GDAXI,equity,Momentum,MO-AO-5-34,continuous,5,-0.036360741124095396,-0.5176844941303421,9194,0.06209883434941371,False,False,
^GDAXI,equity,Momentum,MO-AO-5-34,continuous,10,-0.04065823534946109,-0.35644280760302927,9189,0.12327843176299103,False,False,
^GDAXI,equity,Momentum,MO-AO-5-34,continuous,20,-0.04853365978079751,-0.26837983627539286,9179,0.16037696792171974,False,False,
^GDAXI,equity,Momentum,MO-CCI-20,continuous,1,-0.019072006667312236,-0.5451801964269225,9212,0.06489992375395708,False,False,
^GDAXI,equity,Momentum,MO-CCI-20,continuous,5,-0.036063711019886695,-0.3322728254748109,9208,0.04597910432153481,False,False,
^GDAXI,equity,Momentum,MO-CCI-20,continuous,10,-0.03343871510673993,-0.2670466372718673,9203,0.14829771403594683,False,False,
^GDAXI,equity,Momentum,MO-CCI-20,continuous,20,-0.03181284584891546,-0.25615653066173383,9193,0.2691051211616776,False,False,
^GDAXI,equity,Momentum,MO-CMO-14,continuous,1,-0.013162017817838729,-0.6514685642199419,9217,0.20167958761210625,False,False,
^GDAXI,equity,Momentum,MO-CMO-14,continuous,5,-0.029250020910040243,-0.3737759952943472,9213,0.10693391716296548,False,False,
^GDAXI,equity,Momentum,MO-CMO-14,continuous,10,-0.018392423699552286,-0.262357121418837,9208,0.43772332924265656,False,False,
^GDAXI,equity,Momentum,MO-CMO-14,continuous,20,-0.02479971657002599,-0.24274949206947527,9198,0.41062260556799046,False,False,
^GDAXI,equity,Momentum,MO-FISHER-9,continuous,1,-0.01781771211605798,-0.6671601411528039,9223,0.08469525537880039,False,False,
^GDAXI,equity,Momentum,MO-FISHER-9,continuous,5,-0.03827614081932049,-0.3442131027834789,9219,0.03533360405766915,False,False,
^GDAXI,equity,Momentum,MO-FISHER-9,continuous,10,-0.020728294982151237,-0.24412982630108887,9214,0.37172857488399513,False,False,
^GDAXI,equity,Momentum,MO-FISHER-9,continuous,20,-0.022062993272826324,-0.2317446688487736,9204,0.4362561080723163,False,False,
^GDAXI,equity,Momentum,MO-KDJ-9,continuous,1,-0.015119126994992143,-0.3878605478742463,9223,0.1408003347697538,False,False,
^GDAXI,equity,Momentum,MO-KDJ-9,continuous,5,-0.028069297646655868,-0.2081138423928554,9219,0.11392568096163724,False,False,
^GDAXI,equity,Momentum,MO-KDJ-9,continuous,10,-0.022932411390181092,-0.17575936488921085,9214,0.26698499004753207,False,False,
^GDAXI,equity,Momentum,MO-KDJ-9,continuous,20,-0.005686209993188223,-0.17149632510571072,9204,0.7947771847818905,False,False,
^GDAXI,equity,Momentum,MO-MOM-10,continuous,1,-0.024244266753589105,-0.601731576691709,9221,0.023116626305601125,False,False,
^GDAXI,equity,Momentum,MO-MOM-10,continuous,5,-0.03249158692656851,-0.341624452155004,9217,0.07182349806691674,False,False,
^GDAXI,equity,Momentum,MO-MOM-10,continuous,10,-0.028908527324467945,-0.25549085584332765,9212,0.19566886663091965,False,False,
^GDAXI,equity,Momentum,MO-MOM-10,continuous,20,-0.03408245514525327,-0.24943674646645117,9202,0.19907241295640377,False,False,
^GDAXI,equity,Momentum,MO-ROC-10,continuous,1,-0.021895623483780862,-0.5982039677547788,9221,0.04758270280649177,False,False,
^GDAXI,equity,Momentum,MO-ROC-10,continuous,5,-0.02862731413737659,-0.3379966444604715,9217,0.1256874002536828,False,False,
^GDAXI,equity,Momentum,MO-ROC-10,continuous,10,-0.017469957475804297,-0.2520127743049799,9212,0.45041190350596993,False,False,
^GDAXI,equity,Momentum,MO-ROC-10,continuous,20,-0.017161833652909988,-0.24565004326890388,9202,0.5379953483641264,False,False,
^GDAXI,equity,Momentum,MO-RSI-14,continuous,1,-0.018260764354457597,-0.8764070548355778,9218,0.08018137510113511,False,False,
^GDAXI,equity,Momentum,MO-RSI-14,continuous,5,-0.038145290232667856,-0.5390091572565644,9214,0.04094767051785924,False,False,
^GDAXI,equity,Momentum,MO-RSI-14,continuous,10,-0.03458789555080048,-0.4001724207914274,9209,0.15989622503373835,False,False,
^GDAXI,equity,Momentum,MO-RSI-14,continuous,20,-0.025133019491582934,-0.3334545097159785,9199,0.4340292337802565,False,False,
^GDAXI,equity,Momentum,MO-RSI-THRESH-14,discrete,1,0.0006909737678914211,,254,,,False,"bull:n=254,mean=0.00081,hit=0.54724 | bear:n=719,mean=0.00012,hit=0.53825"
^GDAXI,equity,Momentum,MO-RSI-THRESH-14,discrete,5,0.00019530543592949931,,254,,,False,"bull:n=254,mean=0.00219,hit=0.56299 | bear:n=719,mean=0.00199,hit=0.58971"
^GDAXI,equity,Momentum,MO-RSI-THRESH-14,discrete,10,-0.0038955737426010976,,254,,,False,"bull:n=254,mean=0.00090,hit=0.59843 | bear:n=719,mean=0.00479,hit=0.60362"
^GDAXI,equity,Momentum,MO-RSI-THRESH-14,discrete,20,0.0028502335395558034,,254,,,False,"bull:n=254,mean=0.01297,hit=0.59055 | bear:n=719,mean=0.01012,hit=0.64395"
^GDAXI,equity,Momentum,MO-STOCH-14,continuous,1,-0.015559054413716855,-0.5724516469483079,9216,0.1290877794389311,False,False,
^GDAXI,equity,Momentum,MO-STOCH-14,continuous,5,-0.031285048649972384,-0.32392598383392524,9212,0.08424049455467224,False,False,
^GDAXI,equity,Momentum,MO-STOCH-14,continuous,10,-0.022445141908514824,-0.2448944289434671,9207,0.3267843423510032,False,False,
^GDAXI,equity,Momentum,MO-STOCH-14,continuous,20,-0.020901357437934098,-0.22413961669907712,9197,0.45599115439871485,False,False,
^GDAXI,equity,Momentum,MO-STOCH-CROSS-14,discrete,1,5.863743820586396e-05,,4567,,,False,"bull:n=4647,mean=0.00032,hit=0.52163 | bear:n=4567,mean=0.00026,hit=0.54149"
^GDAXI,equity,Momentum,MO-STOCH-CROSS-14,discrete,5,0.00040471408593727057,,4563,,,False,"bull:n=4647,mean=0.00162,hit=0.56789 | bear:n=4563,mean=0.00122,hit=0.55599"
^GDAXI,equity,Momentum,MO-STOCH-CROSS-14,discrete,10,-0.000266942775886932,,4563,,,False,"bull:n=4642,mean=0.00269,hit=0.59048 | bear:n=4563,mean=0.00295,hit=0.57265"
^GDAXI,equity,Momentum,MO-STOCH-CROSS-14,discrete,20,0.001204268063395463,,4556,,,False,"bull:n=4639,mean=0.00623,hit=0.61048 | bear:n=4556,mean=0.00503,hit=0.58648"
^GDAXI,equity,Momentum,MO-TSI-13-25,continuous,1,-0.009584883931716862,-1.0471808450781581,9194,0.3656628799452657,False,False,
^GDAXI,equity,Momentum,MO-TSI-13-25,continuous,5,-0.02953380624133446,-0.5881900794011099,9190,0.1255465795743313,False,False,
^GDAXI,equity,Momentum,MO-TSI-13-25,continuous,10,-0.029337635484039774,-0.40876480966364526,9185,0.26810313741368297,False,False,
^GDAXI,equity,Momentum,MO-TSI-13-25,continuous,20,-0.027851677723905118,-0.2986010649471574,9175,0.43624139818451346,False,False,
^GDAXI,equity,Momentum,MO-UO-7-14-28,continuous,1,-0.0017188721805911468,-0.42437280834198066,9204,0.8661753974809849,False,False,
^GDAXI,equity,Momentum,MO-UO-7-14-28,continuous,5,-0.011412936217071547,-0.2729470177631244,9200,0.5197947218636858,False,False,
^GDAXI,equity,Momentum,MO-UO-7-14-28,continuous,10,-0.008291585493839081,-0.21550439823924442,9195,0.7053861023133379,False,False,
^GDAXI,equity,Momentum,MO-UO-7-14-28,continuous,20,-0.0048142019559593635,-0.20471476902175995,9185,0.8556595617750312,False,False,
^GDAXI,equity,Momentum,MO-WILLR-14,continuous,1,-0.012948748858926197,-0.4926422684967033,9218,0.2049815804333338,False,False,
^GDAXI,equity,Momentum,MO-WILLR-14,continuous,5,-0.025540258104938176,-0.3056634084349522,9214,0.14434563727639715,False,False,
^GDAXI,equity,Momentum,MO-WILLR-14,continuous,10,-0.023169899570263188,-0.2443409115703498,9209,0.2867035290124882,False,False,
^GDAXI,equity,Momentum,MO-WILLR-14,continuous,20,-0.014111800382548969,-0.2265816529162025,9199,0.5904000429251887,False,False,
^GDAXI,equity,Trend,TR-ADX-14,continuous,1,0.02168359637975534,0.007201797106558124,9218,0.04086329707265113,False,False,
^GDAXI,equity,Trend,TR-ADX-14,continuous,5,0.05078810136729642,0.022293944660784652,9214,0.00961086079820324,True,False,
^GDAXI,equity,Trend,TR-ADX-14,continuous,10,0.08270641926555997,0.023106021739023788,9209,0.0016478200178073478,True,False,
^GDAXI,equity,Trend,TR-ADX-14,continuous,20,0.12090689145998486,0.026226108120958522,9199,0.00030625061265360557,True,False,
^GDAXI,equity,Trend,TR-AROONOSC-14,continuous,1,-0.020757728384403037,-0.5817439385661919,9217,0.04482354497297793,False,False,
^GDAXI,equity,Trend,TR-AROONOSC-14,continuous,5,-0.03919547843690546,-0.31354477792229174,9213,0.029852491536392915,False,False,
^GDAXI,equity,Trend,TR-AROONOSC-14,continuous,10,-0.025853235846111412,-0.22435563278642914,9208,0.2684067931572831,False,False,
^GDAXI,equity,Trend,TR-AROONOSC-14,continuous,20,-0.02342956002965742,-0.21001359843687914,9198,0.42239889797187524,False,False,
^GDAXI,equity,Trend,TR-EMACROSS-50-200,discrete,1,-6.912423120490006e-05,,2586,,,False,"bull:n=6446,mean=0.00030,hit=0.53708 | bear:n=2586,mean=0.00037,hit=0.52320"
^GDAXI,equity,Trend,TR-EMACROSS-50-200,discrete,5,0.0002199148786783023,,2586,,,False,"bull:n=6442,mean=0.00163,hit=0.57203 | bear:n=2586,mean=0.00141,hit=0.54215"
^GDAXI,equity,Trend,TR-EMACROSS-50-200,discrete,10,0.0005405957329253264,,2586,,,False,"bull:n=6437,mean=0.00329,hit=0.59158 | bear:n=2586,mean=0.00275,hit=0.56497"
^GDAXI,equity,Trend,TR-EMACROSS-50-200,discrete,20,0.0024837379684230334,,2586,,,False,"bull:n=6427,mean=0.00703,hit=0.62051 | bear:n=2586,mean=0.00454,hit=0.56110"
^GDAXI,equity,Trend,TR-MACD-CROSS-12-26-9,discrete,1,-3.2681774368353465e-05,,4517,,,False,"bull:n=4681,mean=0.00026,hit=0.52489 | bear:n=4517,mean=0.00030,hit=0.53797"
^GDAXI,equity,Trend,TR-MACD-CROSS-12-26-9,discrete,5,-0.0003243920606707544,,4513,,,False,"bull:n=4681,mean=0.00125,hit=0.56334 | bear:n=4513,mean=0.00158,hit=0.56105"
^GDAXI,equity,Trend,TR-MACD-CROSS-12-26-9,discrete,10,-0.0011101208438655317,,4511,,,False,"bull:n=4678,mean=0.00230,hit=0.58935 | bear:n=4511,mean=0.00341,hit=0.57460"
^GDAXI,equity,Trend,TR-MACD-CROSS-12-26-9,discrete,20,-0.0014468336091160282,,4501,,,False,"bull:n=4678,mean=0.00496,hit=0.60111 | bear:n=4501,mean=0.00641,hit=0.59720"
^GDAXI,equity,Trend,TR-MACDH-12-26-9,continuous,1,-0.014087496623442403,-0.45120081734434286,9198,0.1866834360732179,False,False,
^GDAXI,equity,Trend,TR-MACDH-12-26-9,continuous,5,-0.02669168205977895,-0.21648385029742107,9194,0.15174490736272322,False,False,
^GDAXI,equity,Trend,TR-MACDH-12-26-9,continuous,10,-0.017144818070624547,-0.13898002122006656,9189,0.46434536608217747,False,False,
^GDAXI,equity,Trend,TR-MACDH-12-26-9,continuous,20,-0.02075415127936843,-0.12885261188947408,9179,0.4573103902086588,False,False,
^GDAXI,equity,Trend,TR-PSAR-CROSS,discrete,1,-0.00038465571800637156,,3935,,,False,"bull:n=5295,mean=0.00012,hit=0.52427 | bear:n=3935,mean=0.00050,hit=0.54104"
^GDAXI,equity,Trend,TR-PSAR-CROSS,discrete,5,-0.0017844942652111017,,3931,,,False,"bull:n=5295,mean=0.00065,hit=0.55505 | bear:n=3931,mean=0.00243,hit=0.57085"
^GDAXI,equity,Trend,TR-PSAR-CROSS,discrete,10,-0.003089951117825441,,3926,,,False,"bull:n=5295,mean=0.00151,hit=0.57790 | bear:n=3926,mean=0.00460,hit=0.58609"
^GDAXI,equity,Trend,TR-PSAR-CROSS,discrete,20,-0.0035607923443797167,,3921,,,False,"bull:n=5290,mean=0.00416,hit=0.59679 | bear:n=3921,mean=0.00772,hit=0.60240"
^GDAXI,equity,Trend,TR-QSTICK-10,continuous,1,-0.01174356860387371,-0.38838665094953123,9222,0.2739821306950265,False,False,
^GDAXI,equity,Trend,TR-QSTICK-10,continuous,5,-0.008899869256684028,-0.22801278708203673,9218,0.6172819779555216,False,False,
^GDAXI,equity,Trend,TR-QSTICK-10,continuous,10,-0.011464049157393848,-0.1803048790544347,9213,0.610728828630122,False,False,
^GDAXI,equity,Trend,TR-QSTICK-10,continuous,20,-0.007268966697702505,-0.15662594738701557,9203,0.7893876252952496,False,False,
^GDAXI,equity,Trend,TR-SUPERT-10-3,discrete,1,7.111513254187465e-05,,3763,,,False,"bull:n=5468,mean=0.00031,hit=0.53237 | bear:n=3763,mean=0.00024,hit=0.53016"
^GDAXI,equity,Trend,TR-SUPERT-10-3,discrete,5,1.2941516746842619e-05,,3763,,,False,"bull:n=5464,mean=0.00142,hit=0.55692 | bear:n=3763,mean=0.00141,hit=0.56896"
^GDAXI,equity,Trend,TR-SUPERT-10-3,discrete,10,0.001084194107583316,,3763,,,False,"bull:n=5459,mean=0.00327,hit=0.58197 | bear:n=3763,mean=0.00218,hit=0.58065"
^GDAXI,equity,Trend,TR-SUPERT-10-3,discrete,20,0.0013507742634268037,,3763,,,False,"bull:n=5449,mean=0.00623,hit=0.59956 | bear:n=3763,mean=0.00488,hit=0.59872"
^GDAXI,equity,Trend,TR-TRIX-15,continuous,1,-0.003365373810834766,-0.8853010723077389,9188,0.7646500042692999,False,False,
^GDAXI,equity,Trend,TR-TRIX-15,continuous,5,-0.016978513536363576,-0.4882883939780299,9184,0.4057185832633339,False,False,
^GDAXI,equity,Trend,TR-TRIX-15,continuous,10,-0.023261575582337598,-0.3327352309030732,9179,0.40735379772047897,False,False,
^GDAXI,equity,Trend,TR-TRIX-15,continuous,20,-0.021637787395244124,-0.22837069858590864,9169,0.5707851395372864,False,False,
^GDAXI,equity,Trend,TR-VORTEX-14,continuous,1,-0.014514994806166841,-0.5974735511926944,9217,0.16137670926686953,False,False,
^GDAXI,equity,Trend,TR-VORTEX-14,continuous,5,-0.026595046212467367,-0.32982346454866956,9213,0.1470039636041216,False,False,
^GDAXI,equity,Trend,TR-VORTEX-14,continuous,10,-0.012323626365440113,-0.22384644028305437,9208,0.6075609173865032,False,False,
^GDAXI,equity,Trend,TR-VORTEX-14,continuous,20,-0.013764415634268922,-0.19044766563131102,9198,0.648606708749786,False,False,
^GDAXI,equity,Volatility,VO-ATRRATIO-14,continuous,1,0.015433104553957671,0.7399507399044151,9218,0.1524282855879175,False,False,
^GDAXI,equity,Volatility,VO-ATRRATIO-14,continuous,5,0.04545279532955029,0.4259726142752565,9214,0.022771154221011863,False,False,
^GDAXI,equity,Volatility,VO-ATRRATIO-14,continuous,10,0.06071249314188095,0.30674352550808587,9209,0.02739696759181259,False,False,
^GDAXI,equity,Volatility,VO-ATRRATIO-14,continuous,20,0.0675075674459946,0.20825353568369429,9199,0.08176463850547284,False,False,
^GDAXI,equity,Volatility,VO-BBB-20-2,continuous,1,0.01802100900091553,0.16393043095958731,9212,0.09384431076191159,False,False,
^GDAXI,equity,Volatility,VO-BBB-20-2,continuous,5,0.055651147825711476,0.12246779320229341,9208,0.004038148238716199,True,False,
^GDAXI,equity,Volatility,VO-BBB-20-2,continuous,10,0.07206705697084359,0.089584208745106,9203,0.005598913272093885,True,False,
^GDAXI,equity,Volatility,VO-BBB-20-2,continuous,20,0.07916008074182612,0.04893901894990438,9193,0.0212935944041321,False,False,
^GDAXI,equity,Volatility,VO-BBP-20-2,continuous,1,-0.016028937055902127,-0.5289172251569408,9212,0.11977394044054024,False,False,
^GDAXI,equity,Volatility,VO-BBP-20-2,continuous,5,-0.03240873896995443,-0.3314653724737707,9208,0.0710673752241221,False,False,
^GDAXI,equity,Volatility,VO-BBP-20-2,continuous,10,-0.031277754904447404,-0.2706969694113703,9203,0.1731305596217837,False,False,
^GDAXI,equity,Volatility,VO-BBP-20-2,continuous,20,-0.02741311351967814,-0.25838399110746746,9193,0.3381835385326787,False,False,
^GDAXI,equity,Volatility,VO-DCW-20,continuous,1,0.01993056511946062,0.23436829283242347,9212,0.0653398273510937,False,False,
^GDAXI,equity,Volatility,VO-DCW-20,continuous,5,0.0544133042576799,0.15400186824718035,9208,0.005223412304366401,True,False,
^GDAXI,equity,Volatility,VO-DCW-20,continuous,10,0.06898409158477684,0.1040020429316537,9203,0.009121482417682845,True,False,
^GDAXI,equity,Volatility,VO-DCW-20,continuous,20,0.0737669586494654,0.061213973457206444,9193,0.04021533021933094,False,False,
^GDAXI,equity,Volatility,VO-KCW-20,continuous,1,0.014915633797121774,0.5993776632868314,9211,0.1662824573092393,False,False,
^GDAXI,equity,Volatility,VO-KCW-20,continuous,5,0.044741243554011295,0.3543145300825291,9207,0.024676151692772912,False,False,
^GDAXI,equity,Volatility,VO-KCW-20,continuous,10,0.06124135982554389,0.2634058857220972,9202,0.02559963040663203,False,False,
^GDAXI,equity,Volatility,VO-KCW-20,continuous,20,0.0694214844690646,0.1805929300229848,9192,0.072505727032694,False,False,
^GDAXI,equity,Volatility,VO-NATR-14,continuous,1,0.01597783807148452,0.6295750030110127,9217,0.13869491322348237,False,False,
^GDAXI,equity,Volatility,VO-NATR-14,continuous,5,0.04591090576429883,0.37965804035059386,9213,0.020848226122631104,False,False,
^GDAXI,equity,Volatility,VO-NATR-14,continuous,10,0.06257678535925387,0.28857993233890616,9208,0.02189013650999338,False,False,
^GDAXI,equity,Volatility,VO-NATR-14,continuous,20,0.07159633465453621,0.2026929394317861,9198,0.06229868808987772,False,False,
^GDAXI,equity,Volatility,VO-RVI-14,continuous,1,-0.02360076537207516,-0.6529753024510824,9205,0.023308529530403042,False,False,
^GDAXI,equity,Volatility,VO-RVI-14,continuous,5,-0.034382666177933986,-0.3002496005683641,9201,0.057384396859239586,False,False,
^GDAXI,equity,Volatility,VO-RVI-14,continuous,10,-0.018750670392042725,-0.22176481785061333,9196,0.4066843496202812,False,False,
^GDAXI,equity,Volatility,VO-RVI-14,continuous,20,0.007815283967837918,-0.17027440678399264,9186,0.7817730284044867,False,False,
^GDAXI,equity,Volatility,VO-UI-14,continuous,1,0.01510627059956592,0.7860849393077759,9205,0.15650232792287777,False,False,
^GDAXI,equity,Volatility,VO-UI-14,continuous,5,0.04245694279310156,0.42530422226734693,9201,0.030383875606411197,False,False,
^GDAXI,equity,Volatility,VO-UI-14,continuous,10,0.05689964071545207,0.3022748294154504,9196,0.03427191628448587,False,False,
^GDAXI,equity,Volatility,VO-UI-14,continuous,20,0.06280460270399986,0.2177828520225055,9186,0.08076493317036079,False,False,
^GDAXI,equity,Volume,VL-AD-SLOPE-5,continuous,1,0.0031162053769939763,-0.13532964639407608,9226,0.7629796552551984,False,False,
^GDAXI,equity,Volume,VL-AD-SLOPE-5,continuous,5,-0.01968480096215308,-0.10352001255307137,9222,0.24303594241654636,False,False,
^GDAXI,equity,Volume,VL-AD-SLOPE-5,continuous,10,-0.00480951455151794,-0.08917623779740694,9217,0.7925651099484435,False,False,
^GDAXI,equity,Volume,VL-AD-SLOPE-5,continuous,20,-0.006189294765328002,-0.07879139496229343,9207,0.7643426012030605,False,False,
^GDAXI,equity,Volume,VL-ADOSC-3-10,continuous,1,0.000922604009313483,-0.2789761951351364,9222,0.928623119364146,False,False,
^GDAXI,equity,Volume,VL-ADOSC-3-10,continuous,5,-0.010642965346806185,-0.1657859641077597,9218,0.5507803745028954,False,False,
^GDAXI,equity,Volume,VL-ADOSC-3-10,continuous,10,-0.007852824990476261,-0.12362864591696446,9213,0.723774772741154,False,False,
^GDAXI,equity,Volume,VL-ADOSC-3-10,continuous,20,-0.011847876636780946,-0.10318083764285045,9203,0.6690710851283745,False,False,
^GDAXI,equity,Volume,VL-CMF-20,continuous,1,0.004748980400984579,-0.4495698774786964,6768,0.6863739341600428,False,False,
^GDAXI,equity,Volume,VL-CMF-20,continuous,5,-0.017281270844616413,-0.29604333901574037,6764,0.4155317407420568,False,False,
^GDAXI,equity,Volume,VL-CMF-20,continuous,10,-0.020313822419587946,-0.2252324049296131,6759,0.4742940180205958,False,False,
^GDAXI,equity,Volume,VL-CMF-20,continuous,20,-0.014031604214995429,-0.16743500715768483,6749,0.7150948394877041,False,False,
^GDAXI,equity,Volume,VL-EOM-14,continuous,1,-0.02281643797664463,-0.6886091318496024,6637,0.0643644223404647,False,False,
^GDAXI,equity,Volume,VL-EOM-14,continuous,5,-0.04227356163593089,-0.3894095452973284,6633,0.048301824221970775,False,False,
^GDAXI,equity,Volume,VL-EOM-14,continuous,10,-0.04283023581303245,-0.2798578807011178,6628,0.1252849661012729,False,False,
^GDAXI,equity,Volume,VL-EOM-14,continuous,20,-0.043033775059495905,-0.23098484662485275,6618,0.2171896972177939,False,False,
^GDAXI,equity,Volume,VL-MFI-14,continuous,1,-0.011979025681409888,-0.6129750532562033,6768,0.32187863805929706,False,False,
^GDAXI,equity,Volume,VL-MFI-14,continuous,5,-0.029880425674864486,-0.33464153706170535,6764,0.16466063548152066,False,False,
^GDAXI,equity,Volume,VL-MFI-14,continuous,10,-0.020666745320480184,-0.2304594844550119,6759,0.4633013762923397,False,False,
^GDAXI,equity,Volume,VL-MFI-14,continuous,20,-0.018634959146214165,-0.21590812804279644,6749,0.594977435481031,False,False,
^GDAXI,equity,Volume,VL-OBV-SLOPE-5,continuous,1,-0.01820081925621782,-0.2757424419708506,9226,0.08013670375031094,False,False,
^GDAXI,equity,Volume,VL-OBV-SLOPE-5,continuous,5,-0.03668004937209488,-0.14248098183641245,9222,0.031230582707868482,False,False,
^GDAXI,equity,Volume,VL-OBV-SLOPE-5,continuous,10,-0.025409926320155866,-0.11854524209702395,9217,0.17919203112874604,False,False,
^GDAXI,equity,Volume,VL-OBV-SLOPE-5,continuous,20,-0.012276743104096455,-0.08884924395193845,9207,0.5582557579713954,False,False,
^GDAXI,equity,Volume,VL-PVT-SLOPE-5,continuous,1,-0.020154976373429754,-0.28914812692360253,9225,0.06179412309090094,False,False,
^GDAXI,equity,Volume,VL-PVT-SLOPE-5,continuous,5,-0.041169315064875346,-0.16554912575483763,9221,0.016141048480855638,True,False,
^GDAXI,equity,Volume,VL-PVT-SLOPE-5,continuous,10,-0.025439726172965648,-0.13267028532174255,9216,0.16777933051714777,False,False,
^GDAXI,equity,Volume,VL-PVT-SLOPE-5,continuous,20,-0.014973525773572721,-0.10669028399863069,9206,0.4477326145814581,False,False,
^GSPC,equity,Momentum,MO-AO-5-34,continuous,1,-0.01620665847356721,-0.9208717295840229,9156,0.1374024994856488,False,False,
^GSPC,equity,Momentum,MO-AO-5-34,continuous,5,-0.027750298294186636,-0.5098643008932502,9152,0.15801025626545206,False,False,
^GSPC,equity,Momentum,MO-AO-5-34,continuous,10,-0.029624655321095192,-0.3602612828793276,9147,0.2600666064388373,False,False,
^GSPC,equity,Momentum,MO-AO-5-34,continuous,20,-0.05540637087173794,-0.29420773175970183,9137,0.11298784826411769,False,False,
^GSPC,equity,Momentum,MO-CCI-20,continuous,1,-0.04417022284080911,-0.7506224153189508,9170,1.5731031697546964e-05,True,False,
^GSPC,equity,Momentum,MO-CCI-20,continuous,5,-0.07512851566358189,-0.4272296213174996,9166,2.6711442865345337e-05,True,False,
^GSPC,equity,Momentum,MO-CCI-20,continuous,10,-0.05423953135369307,-0.2967393149183213,9161,0.017704019613268104,False,False,
^GSPC,equity,Momentum,MO-CCI-20,continuous,20,-0.06942450302616979,-0.3097784193875384,9151,0.012182926600088477,True,False,
^GSPC,equity,Momentum,MO-CMO-14,continuous,1,-0.03561221347975971,-0.7186909291663781,9175,0.0005964056452317307,True,False,
^GSPC,equity,Momentum,MO-CMO-14,continuous,5,-0.05452726555220283,-0.43329240620412973,9171,0.0023350774718838784,True,False,
^GSPC,equity,Momentum,MO-CMO-14,continuous,10,-0.03369384994996873,-0.3059070582373441,9166,0.14597053471670435,False,False,
^GSPC,equity,Momentum,MO-CMO-14,continuous,20,-0.058046676061711204,-0.28911780884817323,9156,0.048622779368278905,False,False,
^GSPC,equity,Momentum,MO-FISHER-9,continuous,1,-0.045950914708159325,-0.8001063884462258,9181,9.117103311775317e-06,True,False,
^GSPC,equity,Momentum,MO-FISHER-9,continuous,5,-0.056104351860103145,-0.3917843769617207,9177,0.0020210722577258247,True,False,
^GSPC,equity,Momentum,MO-FISHER-9,continuous,10,-0.026148248301535854,-0.2510486099144742,9172,0.26263357344292937,False,False,
^GSPC,equity,Momentum,MO-FISHER-9,continuous,20,-0.039548833504525316,-0.2567340523157046,9162,0.16525252058707296,False,False,
^GSPC,equity,Momentum,MO-KDJ-9,continuous,1,-0.062138570130006426,-0.6944183852691068,9181,1.406646352335088e-09,True,False,
^GSPC,equity,Momentum,MO-KDJ-9,continuous,5,-0.08877789290372361,-0.33924396563370474,9177,5.028156198322414e-07,True,False,
^GSPC,equity,Momentum,MO-KDJ-9,continuous,10,-0.05648277782047145,-0.2276179050474682,9172,0.007377849759121054,True,False,
^GSPC,equity,Momentum,MO-KDJ-9,continuous,20,-0.04481939416482975,-0.24131190284268955,9162,0.03772209131063477,False,False,
^GSPC,equity,Momentum,MO-MOM-10,continuous,1,-0.03464409595885328,-0.7251812360864586,9179,0.0014859230029811545,True,False,
^GSPC,equity,Momentum,MO-MOM-10,continuous,5,-0.03537551797077519,-0.3765197342876406,9175,0.051859528614392615,False,False,
^GSPC,equity,Momentum,MO-MOM-10,continuous,10,-0.023781948794020805,-0.2661930468361237,9170,0.3064282191592872,False,False,
^GSPC,equity,Momentum,MO-MOM-10,continuous,20,-0.031103109355886158,-0.28925128933406563,9160,0.2515304493785455,False,False,
^GSPC,equity,Momentum,MO-ROC-10,continuous,1,-0.04222786193872794,-0.7155310659137819,9179,0.00012482151491822896,True,False,
^GSPC,equity,Momentum,MO-ROC-10,continuous,5,-0.04401271866308949,-0.37165133576607723,9175,0.017591228462177845,False,False,
^GSPC,equity,Momentum,MO-ROC-10,continuous,10,-0.027934773085100024,-0.2623418148676892,9170,0.2358305116017283,False,False,
^GSPC,equity,Momentum,MO-ROC-10,continuous,20,-0.037864334956242605,-0.2851194235432486,9160,0.1671154626429372,False,False,
^GSPC,equity,Momentum,MO-RSI-14,continuous,1,-0.04643373577480471,-1.037297650180629,9176,7.1849480836024366e-06,True,False,
^GSPC,equity,Momentum,MO-RSI-14,continuous,5,-0.07513876092385251,-0.6143248143813888,9172,3.9913810659474284e-05,True,False,
^GSPC,equity,Momentum,MO-RSI-14,continuous,10,-0.06239233684831395,-0.4483920127613698,9167,0.008891701499854694,True,False,
^GSPC,equity,Momentum,MO-RSI-14,continuous,20,-0.07338712502646319,-0.3928573164476,9157,0.020209136843103024,False,False,
^GSPC,equity,Momentum,MO-RSI-THRESH-14,discrete,1,0.005654009968458454,,159,,,False,"bull:n=159,mean=0.00559,hit=0.59748 | bear:n=697,mean=-0.00006,hit=0.50215"
^GSPC,equity,Momentum,MO-RSI-THRESH-14,discrete,5,0.012169372411808158,,159,,,False,"bull:n=159,mean=0.01221,hit=0.67925 | bear:n=697,mean=0.00004,hit=0.54376"
