Date,walk_forward,frozen_oos,in_sample,ew_buyhold
2024-04-05,1.0477106202676931,1.0477106202676931,1.0972978308716959,1.1532355009868367
2024-04-08,1.0522203678181086,1.0522203678181086,1.1043562310782316,1.1737296216175859
2024-04-09,1.0532617561244388,1.0532617561244388,1.107351082267933,1.1665041997641428
2024-04-10,1.0501865108053532,1.0501865108053532,1.1058391015915439,1.165963788736321
2024-04-11,1.0519702660462704,1.0519702660462704,1.1067993894815804,1.1662148353107695
2024-04-12,1.0447276814615678,1.0447276814615678,1.1000758838675957,1.1480425438625224
2024-04-15,1.040349928083543,1.040349928083543,1.091372757022511,1.13502096825438
2024-04-16,1.0319565420832741,1.0319565420832741,1.0806760750749647,1.1258161427768427
2024-04-17,1.0282324340227016,1.0282324340227016,1.0775425169084933,1.1148187213179794
2024-04-18,1.0321971333596063,1.0321971333596063,1.0822039758296016,1.123340583175601
2024-04-19,1.0212169937046531,1.0212169937046531,1.066986249009538,1.1172978809131646
2024-04-22,1.025073345119883,1.025073345119883,1.0696342149407954,1.1243470867252634
2024-04-23,1.0271256763311463,1.0271256763311463,1.0734257800257199,1.128723971423665
2024-04-24,1.033659329353033,1.033659329353033,1.082376217202126,1.1276165249882222
2024-04-25,1.0278876039911027,1.0278876039911027,1.075487153836948,1.1253006252223337
2024-04-26,1.0347569727702244,1.0347569727702244,1.082510149078638,1.13091356446927
2024-04-29,1.040465044618523,1.040465044618523,1.0895747551169817,1.1385263429493386
2024-04-30,1.0344539708001366,1.0344539708001366,1.0820311257678359,1.116432845251277
2024-05-01,1.0322092893464452,1.0322092893464452,1.0795063227345614,1.1075539243629673
2024-05-02,1.0371650394883984,1.0371650394883984,1.0844197234115993,1.1157380887382522
2024-05-03,1.0426300086706968,1.0426300086706968,1.0908345896822453,1.128995430859321
2024-05-06,1.0477981596456911,1.0477981596456911,1.0985288868077852,1.1345287279572878
2024-05-07,1.0498629216160191,1.0498629216160191,1.1009561676130206,1.1345907134909228
2024-05-08,1.0481747095204768,1.0481747095204768,1.099376090150885,1.1309870560057356
2024-05-09,1.0514812081592324,1.0514812081592324,1.103676810505069,1.1403692838897859
2024-05-10,1.0528596838473612,1.0528596838473612,1.1064511366844552,1.1351624907650484
2024-05-13,1.052967757496318,1.052967757496318,1.1069926209262264,1.140572457413754
2024-05-14,1.0556717323173421,1.0556717323173421,1.1107770203419434,1.1391265104598558
2024-05-15,1.0640177098625612,1.0640177098625612,1.122801300411841,1.1611969555950459
2024-05-16,1.0643988310812627,1.0643988310812627,1.1240381156749446,1.1592058818363182
2024-05-17,1.0684946832488842,1.0684946832488842,1.1310097058893132,1.1736059375270007
2024-05-20,1.074589719350055,1.074589719350055,1.1399875591075939,1.2037502752725078
2024-05-21,1.0731786284230946,1.0731786284230946,1.1374185290697525,1.2019906264098283
2024-05-22,1.0698978917901973,1.0698978917901973,1.1343734093904545,1.1931824465441156
2024-05-23,1.064627662928356,1.064627662928356,1.1261983055173643,1.18436720840522
2024-05-24,1.0653910288871193,1.0653910288871193,1.1265058448359968,1.1841507014481558
2024-05-28,1.071128455881779,1.071128455881779,1.136962973659989,1.197204515113127
2024-05-29,1.0655230753682465,1.0655230753682465,1.1297739790320755,1.1864642994174992
2024-05-30,1.0608230710881907,1.0608230710881907,1.122118484259444,1.1799658021837487
2024-05-31,1.059845646142068,1.059845646142068,1.1174464086046854,1.174572153370162
2024-06-03,1.0631618350962138,1.0631618350962138,1.1227277841759429,1.1810650276600574
2024-06-04,1.0590507908655473,1.0590507908655473,1.1167210846264803,1.178409856314677
2024-06-05,1.0649964142485535,1.0649964142485535,1.1261143194174474,1.188187902942055
2024-06-06,1.0703720439825748,1.0703720439825748,1.134647113721077,1.1948685908392176
2024-06-07,1.059135124786307,1.059135124786307,1.1192675677273722,1.1780623598674187
2024-06-10,1.0627728367636113,1.0627728367636113,1.124187586902043,1.1827655551314564
2024-06-11,1.0594176853828332,1.0594176853828332,1.119906353132123,1.1706214007816247
2024-06-12,1.0675538104983786,1.0675538104983786,1.1322253214362898,1.1841193238316698
2024-06-13,1.0615670135989608,1.0615670135989608,1.1251857825343237,1.1739640382484222
2024-06-14,1.0656151921314367,1.0656151921314367,1.131266455074589,1.176544831557622
2024-06-17,1.0669565378128578,1.0669565378128578,1.1338110184477153,1.1797299371385659
2024-06-18,1.0710704092215588,1.0710704092215588,1.1395412991571143,1.1831358878969511
2024-06-20,1.0734519196550074,1.0734519196550074,1.144912888265199,1.191118312468684
2024-06-21,1.0661253498057537,1.0661253498057537,1.134443996489012,1.1807135280726795
2024-06-24,1.065104413223096,1.065104413223096,1.1309269972449525,1.1682844476082315
2024-06-25,1.0624926256252014,1.0624926256252014,1.1281526051206456,1.1702991524364625
2024-06-26,1.0626743891248838,1.0626743891248838,1.1287674882730225,1.1693155957382535
2024-06-27,1.0640661179924253,1.0640661179924253,1.1306885359261556,1.1730527309297503
2024-06-28,1.0648427232632818,1.0648427232632818,1.1315858022979242,1.1704209343699656
2024-07-01,1.0673055503289135,1.0673055503289135,1.1337537126435493,1.1805455720146698
2024-07-02,1.0683355089960938,1.0683355089960938,1.133514428993071,1.1788481660098618
2024-07-03,1.0751683238619811,1.0751683238619811,1.143679256946383,1.184069688637066
2024-07-05,1.0781102602339576,1.0781102602339576,1.1499201184206982,1.176478657841131
2024-07-08,1.0757753463021993,1.0757753463021993,1.1465635687666633,1.173736483085464
2024-07-09,1.0786304397670772,1.0786304397670772,1.1489074042721195,1.1797156205308528
2024-07-10,1.082560833131998,1.082560833131998,1.1525068965397536,1.186037570481029
2024-07-11,1.0868395054981068,1.0868395054981068,1.1601297805084505,1.1919980360981683
2024-07-12,1.0854722166817894,1.0854722166817894,1.1560492101093711,1.189274285976189
2024-07-15,1.0859113739406008,1.0859113739406008,1.1563555555430058,1.20972576947555
2024-07-16,1.0909342434179814,1.0909342434179814,1.1624500462674812,1.213267468124523
2024-07-17,1.0840415466324855,1.0840415466324855,1.1542583041181957,1.2017610185253007
2024-07-18,1.0800494067033835,1.0800494067033835,1.1495314623786312,1.1956684265626771
2024-07-19,1.0726777036693167,1.0726777036693167,1.1376581405189643,1.1899522999932222
2024-07-22,1.072209882486514,1.072209882486514,1.1347963573269013,1.18817624025128
2024-07-23,1.0698467415693202,1.0698467415693202,1.1359355802586233,1.1836019623786673
2024-07-24,1.06238959186972,1.06238959186972,1.1311964166384347,1.1704883901335659
2024-07-25,1.0550240917783293,1.0550240917783293,1.120535178758419,1.1550901594904222
2024-07-26,1.057298721201233,1.057298721201233,1.1204043111045916,1.1636268572301545
2024-07-29,1.0559784088036082,1.0559784088036082,1.11936494411423,1.1630725529756845
2024-07-30,1.0556240685375389,1.0556240685375389,1.1216428652839647,1.160387691666309
2024-07-31,1.0678594883227395,1.0678594883227395,1.1317554423567397,1.172384748720772
2024-08-01,1.0592992914208277,1.0592992914208277,1.12142716716519,1.1616190815416747
2024-08-02,1.0462191071180988,1.0462191071180988,1.1073191425226918,1.1273773017994366
2024-08-05,1.0232711584687224,1.0232711584687224,1.0839294584559227,1.0590797203014446
2024-08-06,1.0292841631838585,1.0292841631838585,1.0895781140139549,1.0769637939968177
2024-08-07,1.0322024269549002,1.0322024269549002,1.091738422525922,1.0784815280683206
2024-08-08,1.041465245136985,1.041465245136985,1.1040869924179726,1.109294884166353
2024-08-09,1.0450630663504044,1.0450630663504044,1.1084045045448578,1.1108988334148915
2024-08-12,1.0513238044252948,1.0513238044252948,1.1147436408380202,1.1205969376325309
2024-08-13,1.055728713985995,1.055728713985995,1.1208561005610085,1.128552202839896
2024-08-14,1.053259326468383,1.053259326468383,1.1183924218400534,1.1222602282007756
2024-08-15,1.0620340144629548,1.0620340144629548,1.1297053799474615,1.1285845852669487
2024-08-16,1.0671106693390595,1.0671106693390595,1.135101086245383,1.1406068848766624
2024-08-19,1.0690420346067677,1.0690420346067677,1.1396733082308408,1.144809978554276
2024-08-20,1.0681874682829424,1.0681874682829424,1.1384380519665884,1.1420762007537475
2024-08-21,1.0677167371757712,1.0677167371757712,1.13854965218974,1.1464782835028138
2024-08-22,1.0624837381005068,1.0624837381005068,1.1315018461507402,1.1396115157176092
2024-08-23,1.0706952223874324,1.0706952223874324,1.1425199753990203,1.1615481358622017
2024-08-26,1.070587524586969,1.070587524586969,1.1426235821141977,1.1576640714464392
2024-08-27,1.0690403182287789,1.0690403182287789,1.1417689625991694,1.1436834328971581
2024-08-28,1.0635797094285746,1.0635797094285746,1.1353566165820967,1.139039188753486
2024-08-29,1.0650062154185147,1.0650062154185147,1.1379876015546329,1.1423860428756276
2024-08-30,1.0649765667354385,1.0649765667354385,1.1372815762761634,1.1402819164888365
2024-09-03,1.0530725584887919,1.0530725584887919,1.122524847368146,1.1187755912898827
2024-09-04,1.0474087625160302,1.0474087625160302,1.115562739274333,1.1093368335559988
2024-09-05,1.0495982191016515,1.0495982191016515,1.1188667100206484,1.1055472343728414
2024-09-06,1.0391705728073053,1.0391705728073053,1.107431761551334,1.0845043125940512
2024-09-09,1.0428982906873603,1.0428982906873603,1.1122429370616793,1.0982500734141345
2024-09-10,1.0394351094073533,1.0394351094073533,1.108436764351613,1.0965831437690352
2024-09-11,1.0441859323693172,1.0441859323693172,1.1143252868406208,1.099109363773149
2024-09-12,1.0548200870742208,1.0548200870742208,1.1287279499313259,1.1169731051615088
2024-09-13,1.0589010973820698,1.0589010973820698,1.134997843377578,1.1287409459363738
2024-09-16,1.0612154280610755,1.0612154280610755,1.138199924033478,1.1230949850664522
2024-09-17,1.0617391022722087,1.0617391022722087,1.1382783254380657,1.127493977513513
2024-09-18,1.060055430510784,1.060055430510784,1.1356573525995062,1.1278161810595941
2024-09-19,1.0699747496607936,1.0699747496607936,1.1486157174759863,1.1484285560022756
2024-09-20,1.071755384537813,1.071755384537813,1.1508538064543403,1.153312831978269
2024-09-23,1.071653033938982,1.071653033938982,1.1502473140844753,1.1565514021567902
2024-09-24,1.086854268479147,1.086854268479147,1.1657616287047259,1.1759097088872612
2024-09-25,1.080753314842889,1.080753314842889,1.1608802379884484,1.166535035488487
2024-09-26,1.0918115154472996,1.0918115154472996,1.1694093989481922,1.1870503300326638
2024-09-27,1.0899905900169062,1.0899905900169062,1.1661907559910403,1.1907710509026663
2024-09-30,1.086803789925336,1.086803789925336,1.1611360970035067,1.1769923193346006
2024-10-01,1.0901633011533944,1.0901633011533944,1.1645239446995133,1.1745497072153248
2024-10-02,1.0946593620590785,1.0946593620590785,1.1642041996885097,1.1775873060646378
2024-10-03,1.0981992596192358,1.0981992596192358,1.1728356155719273,1.1809792432004524
2024-10-04,1.1046612149181985,1.1046612149181985,1.1773082438303286,1.1935327653949415
2024-10-07,1.113159936279488,1.113159936279488,1.1851782962357347,1.206314201191478
2024-10-08,1.0932739751089224,1.0932739751089224,1.1663652120099635,1.1796445001712983
2024-10-09,1.0894753585997863,1.0894753585997863,1.1628555311512845,1.1708121680724637
2024-10-10,1.0959883788135527,1.0959883788135527,1.1716928231895987,1.1766413963533222
2024-10-11,1.1003971252425406,1.1003971252425406,1.1789213428798464,1.186653586408079
2024-10-14,1.0988984753639985,1.0988984753639985,1.179007541102302,1.1963777738378145
2024-10-15,1.089639919046767,1.089639919046767,1.1737375484472128,1.1895181052655845
2024-10-16,1.091623441866188,1.091623441866188,1.174984153972748,1.1913169102551358
2024-10-17,1.0906940161357879,1.0906940161357879,1.1754289326955818,1.1889264609519627
2024-10-18,1.0965346991203002,1.0965346991203002,1.1826685494954274,1.203318523639996
2024-10-21,1.0985758432777502,1.0985758432777502,1.1885100357272487,1.2044539714041118
2024-10-22,1.1019713468245493,1.1019713468245493,1.1946729577935402,1.2066684857884646
2024-10-23,1.094212151205346,1.094212151205346,1.1830213148696387,1.1905634609736782
2024-10-24,1.0939161682416565,1.0939161682416565,1.1838249230867857,1.1939838723430363
2024-10-25,1.0958953942578795,1.0958953942578795,1.1859632849882467,1.1909416992455293
2024-10-28,1.0937805751904812,1.0937805751904812,1.183221287324971,1.2003629642465121
2024-10-29,1.0959946382926407,1.0959946382926407,1.188754452156707,1.2078467759913432
2024-10-30,1.0942381710900226,1.0942381710900226,1.1892790022719752,1.2056334326009555
2024-10-31,1.086071499054664,1.086071499054664,1.175744275732725,1.1863656342208184
2024-11-01,1.0876886129131373,1.0876886129131373,1.1771241308459168,1.183644252205742
2024-11-04,1.0908587572874053,1.0908587572874053,1.180493691100598,1.1820887618956755
2024-11-05,1.0982303904308597,1.0982303904308597,1.1886965086162085,1.1945804449790267
2024-11-06,1.0981702903351718,1.0981702903351718,1.1863337180314943,1.210664184808494
2024-11-07,1.1082111672677666,1.1082111672677666,1.1993379667532031,1.2299403579057968
2024-11-08,1.098719445955495,1.098719445955495,1.188629843101892,1.2216818337722914
2024-11-11,1.0969121545147913,1.0969121545147913,1.1850340073694154,1.248386522864388
2024-11-12,1.089607413855355,1.089607413855355,1.1767531796064044,1.2339385786168937
2024-11-13,1.087757416850012,1.087757416850012,1.1741217208629473,1.2324120584978213
2024-11-14,1.0850504546323185,1.0850504546323185,1.1700362188095645,1.2183487035300427
2024-11-15,1.0786873122286202,1.0786873122286202,1.1630533861626737,1.2197472939684386
2024-11-18,1.0880486022049298,1.0880486022049298,1.176175410662347,1.2306534319780655
2024-11-19,1.090173417060565,1.090173417060565,1.1789802354363212,1.2340985474727082
2024-11-20,1.0894184846596624,1.0894184846596624,1.1779518007132124,1.2349804604585513
2024-11-21,1.094236566418228,1.094236566418228,1.1852600555991684,1.2531585203736846
2024-11-22,1.0994985614293749,1.0994985614293749,1.1928743651606208,1.2584022414952556
2024-11-25,1.0940733237544686,1.0940733237544686,1.1819721639200864,1.244936844334221
2024-11-26,1.0930585212495354,1.0930585212495354,1.1805174407045917,1.238216423144846
2024-11-27,1.093887204279958,1.093887204279958,1.1826991051816693,1.2543740861716288
2024-11-29,1.097676668607764,1.097676668607764,1.1871397250900473,1.258325737106296
2024-12-02,1.0980719307389961,1.0980719307389961,1.1863033077516199,1.2602225178569781
2024-12-03,1.103370852609878,1.103370852609878,1.1966236276482864,1.2689226184627354
2024-12-04,1.1060893728222094,1.1060893728222094,1.2010401561562096,1.2815000395226368
2024-12-05,1.1044557965916861,1.1044557965916861,1.195593864940642,1.2753973735359927
2024-12-06,1.106911628310315,1.106911628310315,1.199475790528897,1.2864026326842026
2024-12-09,1.1056964454892633,1.1056964454892633,1.2010782950777468,1.283532111064236
2024-12-10,1.1017292917423265,1.1017292917423265,1.2002323289745453,1.2746725062986193
2024-12-11,1.1127133421403952,1.1127133421403952,1.216665292690321,1.2948512108539547
2024-12-12,1.108041774726812,1.108041774726812,1.2069884066141447,1.2890167615579902
2024-12-13,1.1100537587741748,1.1100537587741748,1.2069786973712489,1.289344959183079
2024-12-16,1.1122973791407715,1.1122973791407715,1.2094784526572628,1.2986065321051055
2024-12-17,1.1085380914315024,1.1085380914315024,1.2028985126685123,1.2924517349161062
2024-12-18,1.093041487592006,1.093041487592006,1.1856184792769122,1.2635354585277148
2024-12-19,1.0852218717399382,1.0852218717399382,1.1681277848097815,1.243306591579507
2024-12-20,1.0868029625873004,1.0868029625873004,1.1727324101987069,1.2473337875857866
2024-12-23,1.0870569348728363,1.0870569348728363,1.173730190485676,1.246787924552648
2024-12-24,1.094433381448437,1.094433381448437,1.1828692513246626,1.2615026324382208
2024-12-26,1.0910666846040027,1.0910666846040027,1.1786858446168442,1.253445347646573
2024-12-27,1.088591483425206,1.088591483425206,1.1729810622355006,1.247689681243789
2024-12-30,1.0845891211803578,1.0845891211803578,1.1663377315495451,1.2394877281909573
2024-12-31,1.085220693206857,1.085220693206857,1.1678110556142651,1.2380681824007453
2025-01-02,1.0879706166454024,1.0900290776137425,1.1746387628604797,1.2490056913482097
2025-01-03,1.0955867240651964,1.0961962076603695,1.1830409761031484,1.260474778441886
2025-01-06,1.1037472801725638,1.103414367786555,1.193147475938806,1.2757920502795643
2025-01-07,1.0978427772132282,1.0974974545932117,1.1869257888885791,1.2583710942758461
2025-01-08,1.0968334705627925,1.0959254170035313,1.186427819735276,1.2518023189983434
2025-01-10,1.0925020022694003,1.0930402466442644,1.185444084376604,1.245759645065117
2025-01-13,1.0876545681121967,1.0900546433707499,1.1777123572923265,1.2356646183425917
2025-01-14,1.0911187126326287,1.09137225277782,1.180464402568307,1.243736074648708
2025-01-15,1.107025737650532,1.1089452340926307,1.2015010219139568,1.2699162238926742
2025-01-16,1.1073000374300592,1.1093137281200496,1.2038015503701989,1.2676407458869998
2025-01-17,1.112863080416866,1.1159539909632339,1.20995903593873,1.2837449896093995
2025-01-21,1.1188472496159747,1.122282801225596,1.2161688571661722,1.2877357679252082
2025-01-22,1.1199707304667055,1.1223642503814135,1.2177549924057205,1.2847085630568933
2025-01-23,1.1197159146300077,1.1235179187824258,1.2163968889964574,1.2870756108155796
2025-01-24,1.1230301227111994,1.1246109633182808,1.2197557691979295,1.2904774776973957
2025-01-27,1.1105303972514937,1.1132853909439921,1.2043714698318924,1.2699500554361518
2025-01-28,1.1151411761372803,1.1179492481403588,1.2107428026055327,1.2700597127133746
2025-01-29,1.1160947332608229,1.1186393338910625,1.2126728066717778,1.2762300519067362
2025-01-30,1.1263703720560354,1.1290912325024187,1.227145095522022,1.2917898499330613
2025-01-31,1.1201966214506882,1.12443059830782,1.220859638080711,1.2848496212138594
2025-02-03,1.1142913702806305,1.1183030258390614,1.2161224888972373,1.2613761393748302
2025-02-04,1.121917587797079,1.1242575624776892,1.2238731769479412,1.2592229006365174
2025-02-05,1.1232833912962887,1.1247421311781232,1.2246632100384038,1.2600378944892758
2025-02-06,1.1253186209224388,1.1272134903066122,1.225587316654692,1.2599777871260849
2025-02-07,1.122718865388096,1.123909653852135,1.2239300329049965,1.2558612369481275
2025-02-10,1.1297104973155667,1.1308606293006849,1.2319442583788394,1.2649760047368803
2025-02-11,1.1293402579176985,1.1314535141975393,1.2307931401711816,1.2609361375073764
2025-02-12,1.1316741247926725,1.1321786766548871,1.2345307223958373,1.2700199197999584
2025-02-13,1.1374504872269127,1.1371484300142884,1.2386734598357365,1.271808597107161
2025-02-14,1.1386808418614356,1.1383318420050401,1.239328041187108,1.274056779283395
2025-02-18,1.1431416248778594,1.1420506925421179,1.2456645744158903,1.2769802692691805
2025-02-19,1.1417992693253578,1.140119848465089,1.244041612784455,1.2790362357401173
2025-02-20,1.145289899037692,1.142537867504595,1.2488517734425006,1.2839031613458012
2025-02-21,1.1391458396106746,1.1341550222010426,1.2429042024466261,1.2716876684156864
2025-02-24,1.1335897226424678,1.1293958215611586,1.2364734340837182,1.2537795955247584
2025-02-25,1.1295259394638508,1.1259638276380606,1.2287259842453615,1.2391565424454605
2025-02-26,1.1318518993925377,1.1274882753110045,1.2324387970329769,1.2309709986397164
2025-02-27,1.1219642977004276,1.1202454961780004,1.2226399464999846,1.2217454590843297
2025-02-28,1.1176204261469123,1.11998483944067,1.2142179359368328,1.211567171114
2025-03-03,1.1189583474077638,1.1176611358434296,1.214116068687482,1.2109551002351393
2025-03-04,1.120495469945617,1.1172533545145449,1.2152722981294137,1.2114689628168247
2025-03-05,1.1326925831608436,1.128445951377302,1.2280995330462872,1.2296364646214124
2025-03-06,1.1304611374550475,1.1223576282304029,1.2228631973833397,1.2232709185402215
2025-03-07,1.128917486608822,1.1227727065463877,1.2218685232425872,1.213552855194473
2025-03-10,1.1153738340987767,1.1049102993655542,1.2044830252509338,1.1777027419311628
2025-03-11,1.1184039451672496,1.1076231088708655,1.208639690006138,1.1863431068959782
2025-03-12,1.1267355062054842,1.114920114356257,1.217960877297951,1.1959099208562398
2025-03-13,1.1265453274710098,1.1113166326127966,1.217601042661617,1.1869707159804541
2025-03-14,1.138975074399352,1.127107820405702,1.232147737293436,1.205662662241259
2025-03-17,1.1452821552779462,1.1323860615971997,1.2373144402695802,1.2121778071916227
2025-03-18,1.1461510947029505,1.130705994498307,1.2373038623607215,1.2108917528428982
2025-03-19,1.147839313849436,1.133381153992298,1.2392829025799221,1.2216457199180246
2025-03-20,1.144314386006358,1.1294680729376416,1.2354872022234498,1.2138016013673663
2025-03-21,1.1397773015847135,1.125315466775276,1.2304109464331707,1.2083176570532497
2025-03-24,1.1430370693538796,1.1316157368494122,1.2361673942974771,1.2213203743472671
2025-03-25,1.145957055511603,1.1352833498027544,1.240526753619896,1.2253248957885063
2025-03-26,1.1433910101407831,1.1299874700637715,1.235980491754984,1.2201815639854903
2025-03-27,1.1475181025940189,1.1339940841017881,1.241990495467149,1.2220943573842147
2025-03-28,1.1374163091655278,1.1228716181599663,1.231531780153261,1.2023431548046857
2025-03-31,1.134601755657286,1.1232875217197917,1.2326642712746894,1.1898403229242953
2025-04-01,1.138509989471243,1.1268600274685288,1.2362631797090655,1.2006324596954243
2025-04-02,1.1405139177664583,1.1289267074739109,1.2392500602722554,1.1959863387151648
2025-04-03,1.1129892117040456,1.0998357649333763,1.2068676406713887,1.1670632766320463
2025-04-04,1.0644462741368677,1.0487255357011118,1.1517274226916234,1.1238402904753255
2025-04-07,1.0329463194361133,1.0185559948637013,1.1202921672141146,1.0748985060883691
2025-04-08,1.0329473789033714,1.0175821227567374,1.1204680099773212,1.0667581721338133
2025-04-09,1.0716628248714188,1.0647901088294307,1.1669843069477015,1.1107250874577068
2025-04-10,1.0789803019993998,1.0629959085213223,1.1705638992778327,1.1145783183968643
2025-04-11,1.0958102070482805,1.080417509094834,1.1893255434779821,1.1380476059997386
2025-04-14,1.1036264211855789,1.088439131657513,1.1977792004878367,1.147420363598546
2025-04-15,1.1075572117896466,1.0913186733252347,1.2017797720244392,1.1489799349867926
2025-04-16,1.1053434946347476,1.0872492707611294,1.1987254734271704,1.1485583583313654
2025-04-17,1.1090467113249907,1.09122041957116,1.2018598935308455,1.1526784604293316
2025-04-21,1.1093813860637165,1.0880057373919998,1.20067484790633,1.155070185938322
2025-04-22,1.1204574571088648,1.101784385395221,1.213763300967714,1.1787525039989213
2025-04-23,1.1259294522972225,1.1078714023127414,1.219649041026083,1.18681081096472
2025-04-24,1.1359759042746744,1.1191560442037873,1.2321473586810483,1.1945391634953804
2025-04-25,1.136650109156667,1.1209662978360446,1.2328927074857623,1.1983602660992567
