asset,asset_class,indicator,indicator_type,horizon,ic_or_spread,ic_ir,n_obs,p_value,survives_fdr,low_confidence,note
^GDAXI,equity,ADOSC_3_10,continuous,20,-0.017295045840596008,-0.09714052009428743,9705,0.5196723547958904,False,False,
^GDAXI,equity,ADXR_14,continuous,1,0.025011658722506384,0.017826110567769112,9693,0.015514874330155094,True,False,
^GDAXI,equity,ADXR_14,continuous,5,0.05805193705088428,0.030940368940299896,9689,0.0022278369446000674,True,False,
^GDAXI,equity,ADXR_14,continuous,10,0.09089680785885779,0.030783536718439072,9684,0.0004109182177489323,True,False,
^GDAXI,equity,ADXR_14,continuous,20,0.11404212648082945,0.023272052831445476,9674,0.0009114331408867995,True,False,
^GDAXI,equity,ADX_14,continuous,1,0.01887758965324587,-0.011281432454492797,9706,0.06734020962684398,False,False,
^GDAXI,equity,ADX_14,continuous,5,0.0455209970022,0.013191998254298787,9702,0.017250031629029487,True,False,
^GDAXI,equity,ADX_14,continuous,10,0.07422184964333044,0.01545819901595351,9697,0.0038764074086251607,True,False,
^GDAXI,equity,ADX_14,continuous,20,0.1069303161885087,0.0193087842611465,9687,0.0011215856647613996,True,False,
^GDAXI,equity,APO_12_26,continuous,1,-0.010204633385492316,-0.5983950255392922,9708,0.3293105316936237,False,False,
^GDAXI,equity,APO_12_26,continuous,5,-0.03364706236867657,-0.34777253215886816,9704,0.07617912447673238,False,False,
^GDAXI,equity,APO_12_26,continuous,10,-0.041292999819320504,-0.25054507763512784,9699,0.10470106401250097,False,False,
^GDAXI,equity,APO_12_26,continuous,20,-0.0490233032601539,-0.19110614858750086,9689,0.13499382649540662,False,False,
^GDAXI,equity,AROONOSC_14,continuous,1,-0.01873928261224384,-0.5518227914309146,9719,0.06298567705616746,False,False,
^GDAXI,equity,AROONOSC_14,continuous,5,-0.036286167937625735,-0.3041277946320587,9715,0.03856933727001142,False,False,
^GDAXI,equity,AROONOSC_14,continuous,10,-0.025712815413362313,-0.22169578657354252,9710,0.2566723748536609,False,False,
^GDAXI,equity,AROONOSC_14,continuous,20,-0.023024741749814902,-0.20279957487495878,9700,0.41974286359964585,False,False,
^GDAXI,equity,ATR_RATIO_14,continuous,1,0.012190755679472089,0.6945209700883177,9719,0.24969750064491059,False,False,
^GDAXI,equity,ATR_RATIO_14,continuous,5,0.035713719495173026,0.37952549667134583,9715,0.06822786268050263,False,False,
^GDAXI,equity,ATR_RATIO_14,continuous,10,0.04955035418959686,0.2751495396066694,9710,0.0661347537203093,False,False,
^GDAXI,equity,ATR_RATIO_14,continuous,20,0.05378072959063441,0.1931204909802215,9700,0.1580990117004626,False,False,
^GDAXI,equity,BBANDS_PCTB_20_2,continuous,1,-0.015568350572921531,-0.5229190405097511,9714,0.12181718165245066,False,False,
^GDAXI,equity,BBANDS_PCTB_20_2,continuous,5,-0.03117206157364745,-0.3280255957902476,9710,0.07504472997643052,False,False,
^GDAXI,equity,BBANDS_PCTB_20_2,continuous,10,-0.029146820040092523,-0.26822045531329874,9705,0.19047255180996492,False,False,
^GDAXI,equity,BBANDS_PCTB_20_2,continuous,20,-0.024156474118472625,-0.25420033808083425,9695,0.38506989992295604,False,False,
^GDAXI,equity,CCI_20,continuous,1,-0.01835871260561711,-0.5365801922431038,9714,0.06885342818959367,False,False,
^GDAXI,equity,CCI_20,continuous,5,-0.03466509676069632,-0.3282321266919734,9710,0.049127204923280106,False,False,
^GDAXI,equity,CCI_20,continuous,10,-0.031311820053169244,-0.2644800521923039,9705,0.16248092579778406,False,False,
^GDAXI,equity,CCI_20,continuous,20,-0.02885458268066379,-0.2522699619786666,9695,0.30176854090802485,False,False,
^GDAXI,equity,CMO_14,continuous,1,-0.018578089505524455,-0.8732638155808252,9719,0.06844992155207766,False,False,
^GDAXI,equity,CMO_14,continuous,5,-0.03765460598345003,-0.5371384798510227,9715,0.038398526711270406,False,False,
^GDAXI,equity,CMO_14,continuous,10,-0.03487212088037595,-0.39676560253795173,9710,0.14486714740741635,False,False,
^GDAXI,equity,CMO_14,continuous,20,-0.02602280087656934,-0.3287269645635933,9700,0.4050874272251729,False,False,
^GDAXI,equity,DX_14,continuous,1,-0.005009473109170678,-0.12278876299209507,9719,0.6246557974953988,False,False,
^GDAXI,equity,DX_14,continuous,5,-0.0007396242252339327,-0.0441178691877761,9715,0.9657049215091155,False,False,
^GDAXI,equity,DX_14,continuous,10,0.013830717159931461,-0.02262907211344914,9710,0.5185526387634127,False,False,
^GDAXI,equity,DX_14,continuous,20,0.035323370586175316,-0.007866221607615284,9700,0.1633852627430762,False,False,
^GDAXI,equity,MFI_14,continuous,1,-0.01436999062958883,-0.389172529168426,9719,0.1321292074192299,False,False,
^GDAXI,equity,MFI_14,continuous,5,-0.03499928283923012,-0.20813664748084196,9715,0.04821507420934019,False,False,
^GDAXI,equity,MFI_14,continuous,10,-0.041772275787127035,-0.14095356599920753,9710,0.08344422298554519,False,False,
^GDAXI,equity,MFI_14,continuous,20,-0.06031449348850236,-0.11589700890595156,9700,0.06771936733422773,False,False,
^GDAXI,equity,MOM_10,continuous,1,-0.024916108884656337,-0.5985766409536181,9723,0.016580997952697935,True,False,
^GDAXI,equity,MOM_10,continuous,5,-0.0335139232745467,-0.3418280201169139,9719,0.05629184815598351,False,False,
^GDAXI,equity,MOM_10,continuous,10,-0.029819212754984104,-0.254619850264537,9714,0.16966825055681345,False,False,
^GDAXI,equity,MOM_10,continuous,20,-0.034784297352476366,-0.24205373126058904,9704,0.17749794240110728,False,False,
^GDAXI,equity,NATR_14,continuous,1,0.012190755679472089,0.6945209700883177,9719,0.24969750064491059,False,False,
^GDAXI,equity,NATR_14,continuous,5,0.035713719495173026,0.37952549667134583,9715,0.06822786268050263,False,False,
^GDAXI,equity,NATR_14,continuous,10,0.04955035418959686,0.2751495396066694,9710,0.0661347537203093,False,False,
^GDAXI,equity,NATR_14,continuous,20,0.05378072959063441,0.1931204909802215,9700,0.1580990117004626,False,False,
^GDAXI,equity,OBV,continuous,1,-0.005044513033094009,-0.6996062220356143,9733,0.6136814350207744,False,False,
^GDAXI,equity,OBV,continuous,5,-0.015508714149299122,-0.3600302503144894,9729,0.40905735188479264,False,False,
^GDAXI,equity,OBV,continuous,10,-0.02333849512383973,-0.2606964335000917,9724,0.3687244048499092,False,False,
^GDAXI,equity,OBV,continuous,20,-0.04053673481600223,-0.181814052089438,9714,0.26410699632020873,False,False,
^GDAXI,equity,PPO_12_26,continuous,1,-0.003190116563592862,-0.5938070568122302,9708,0.7689947361530697,False,False,
^GDAXI,equity,PPO_12_26,continuous,5,-0.012762649729077242,-0.3425494720408606,9704,0.5153786501655213,False,False,
^GDAXI,equity,PPO_12_26,continuous,10,-0.014424354101194702,-0.24672249347864436,9699,0.58328147015728,False,False,
^GDAXI,equity,PPO_12_26,continuous,20,-0.017685759994848945,-0.18914206803120337,9689,0.6062768818012999,False,False,
^GDAXI,equity,ROC_10,continuous,1,-0.021721330152311633,-0.5933914721870972,9723,0.04362224413598,False,False,
^GDAXI,equity,ROC_10,continuous,5,-0.027176917803318656,-0.3375023808454301,9719,0.13470494483908524,False,False,
^GDAXI,equity,ROC_10,continuous,10,-0.015337942288029587,-0.25067175619013543,9714,0.4947326208091132,False,False,
^GDAXI,equity,ROC_10,continuous,20,-0.01212469211672771,-0.23761120545819084,9704,0.6552630787292899,False,False,
^GDAXI,equity,RSI_14,continuous,1,-0.018578089505524455,-0.8732638155808252,9719,0.06844992155207766,False,False,
^GDAXI,equity,RSI_14,continuous,5,-0.03765460598345003,-0.5371384798510227,9715,0.038398526711270406,False,False,
^GDAXI,equity,RSI_14,continuous,10,-0.03487212088037595,-0.39676560253795173,9710,0.14486714740741635,False,False,
^GDAXI,equity,RSI_14,continuous,20,-0.02602280087656934,-0.3287269645635933,9700,0.4050874272251729,False,False,
^GDAXI,equity,STOCHF_K_14,continuous,1,-0.011907771729735709,-0.48014008815461523,9718,0.2329652914596979,False,False,
^GDAXI,equity,STOCHF_K_14,continuous,5,-0.02324135805148355,-0.2986489032738769,9714,0.17433385652777578,False,False,
^GDAXI,equity,STOCHF_K_14,continuous,10,-0.01944346225738381,-0.23877888101322328,9709,0.35823053772742164,False,False,
^GDAXI,equity,STOCHF_K_14,continuous,20,-0.0095536191852663,-0.22151153378844998,9699,0.7085311400280676,False,False,
^GDAXI,equity,STOCH_K_14,continuous,1,-0.014882936385732673,-0.5630541659322553,9716,0.13758037360610417,False,False,
^GDAXI,equity,STOCH_K_14,continuous,5,-0.029634924811382544,-0.31788636308850615,9712,0.09436413115129962,False,False,
^GDAXI,equity,STOCH_K_14,continuous,10,-0.019394876849358134,-0.2404610100623836,9707,0.38317569404479224,False,False,
^GDAXI,equity,STOCH_K_14,continuous,20,-0.015655522758803733,-0.21747117986181513,9697,0.5669952122960882,False,False,
^GDAXI,equity,ULTOSC,continuous,1,-0.0014673780363266963,-0.42383652051651616,9705,0.8828817829163386,False,False,
^GDAXI,equity,ULTOSC,continuous,5,-0.011843357993036001,-0.27341634099920553,9701,0.49315011344517556,False,False,
^GDAXI,equity,ULTOSC,continuous,10,-0.007915951252894958,-0.217259254077817,9696,0.7097797408914308,False,False,
^GDAXI,equity,ULTOSC,continuous,20,-0.0025755483338625916,-0.20459036922172505,9686,0.9206835846841509,False,False,
^GDAXI,equity,WILLR_14,continuous,1,-0.01197426803315644,-0.4777095741591329,9720,0.2301923054461712,False,False,
^GDAXI,equity,WILLR_14,continuous,5,-0.023063027933293595,-0.2990485074152907,9716,0.1775319492168389,False,False,
^GDAXI,equity,WILLR_14,continuous,10,-0.01977283252838249,-0.23946147396701384,9711,0.3501419869441367,False,False,
^GDAXI,equity,WILLR_14,continuous,20,-0.010105675391136512,-0.2226372483624361,9701,0.6926399139485306,False,False,
^GDAXI,equity,EMA_50_200_CROSS,discrete_cross,1,6.277948577066458e-06,,2591,,,False,ema50>ema200: n=6943 mean=0.00031 hit=0.53579 | ema50<=ema200: n=2591 mean=0.00031 hit=0.51988
^GDAXI,equity,EMA_50_200_CROSS,discrete_cross,5,0.0005600877261022568,,2591,,,False,ema50>ema200: n=6939 mean=0.00170 hit=0.57098 | ema50<=ema200: n=2591 mean=0.00114 hit=0.54110
^GDAXI,equity,EMA_50_200_CROSS,discrete_cross,10,0.0011367664265919258,,2591,,,False,ema50>ema200: n=6934 mean=0.00341 hit=0.59158 | ema50<=ema200: n=2591 mean=0.00227 hit=0.56195
^GDAXI,equity,EMA_50_200_CROSS,discrete_cross,20,0.0035131737095717834,,2591,,,False,ema50>ema200: n=6924 mean=0.00716 hit=0.62103 | ema50<=ema200: n=2591 mean=0.00365 hit=0.55345
^GDAXI,equity,MACD_SIGNAL_CROSS,discrete_cross,1,-2.901840618111344e-05,,4768,,,False,macd>signal: n=4932 mean=0.00031 hit=0.52494 | macd<signal: n=4768 mean=0.00034 hit=0.53943
^GDAXI,equity,MACD_SIGNAL_CROSS,discrete_cross,5,-0.000414966231414118,,4764,,,False,macd>signal: n=4932 mean=0.00142 hit=0.56346 | macd<signal: n=4764 mean=0.00184 hit=0.56276
^GDAXI,equity,MACD_SIGNAL_CROSS,discrete_cross,10,-0.0009033463923737942,,4762,,,False,macd>signal: n=4929 mean=0.00280 hit=0.59221 | macd<signal: n=4762 mean=0.00371 hit=0.57644
^GDAXI,equity,MACD_SIGNAL_CROSS,discrete_cross,20,-0.0008905596959294451,,4752,,,False,macd>signal: n=4929 mean=0.00605 hit=0.60743 | macd<signal: n=4752 mean=0.00694 hit=0.59996
^GDAXI,equity,SAR_PRICE_CROSS,discrete_cross,1,-0.00035457436223974083,,4136,,,False,close>sar: n=5596 mean=0.00018 hit=0.52609 | close<sar: n=4136 mean=0.00054 hit=0.54038
^GDAXI,equity,SAR_PRICE_CROSS,discrete_cross,5,-0.0015181481492541663,,4132,,,False,close>sar: n=5596 mean=0.00101 hit=0.55772 | close<sar: n=4132 mean=0.00252 hit=0.57043
^GDAXI,equity,SAR_PRICE_CROSS,discrete_cross,10,-0.002938194097146214,,4127,,,False,close>sar: n=5596 mean=0.00207 hit=0.58167 | close<sar: n=4127 mean=0.00501 hit=0.58881
^GDAXI,equity,SAR_PRICE_CROSS,discrete_cross,20,-0.00372907859091835,,4122,,,False,close>sar: n=5591 mean=0.00508 hit=0.60097 | close<sar: n=4122 mean=0.00881 hit=0.60893
^GDAXI,equity,RSI_14_THRESHOLD,discrete_threshold,1,0.0009070523404257599,,257,,,False,oversold<30: n=257 mean=0.00103 hit=0.54864 | overbought>70: n=775 mean=0.00013 hit=0.53032
^GDAXI,equity,RSI_14_THRESHOLD,discrete_threshold,5,0.001110355506273415,,257,,,False,oversold<30: n=257 mean=0.00274 hit=0.56809 | overbought>70: n=775 mean=0.00163 hit=0.57419
^GDAXI,equity,RSI_14_THRESHOLD,discrete_threshold,10,-0.002905103906879149,,257,,,False,oversold<30: n=257 mean=0.00145 hit=0.60311 | overbought>70: n=775 mean=0.00436 hit=0.59742
^GDAXI,equity,RSI_14_THRESHOLD,discrete_threshold,20,0.0034739931487370885,,257,,,False,oversold<30: n=257 mean=0.01405 hit=0.59533 | overbought>70: n=775 mean=0.01058 hit=0.64774
^GSPC,equity,AD,continuous,1,0.019429992628732965,-0.503218477688957,24739,0.0024549204572675227,True,False,
^GSPC,equity,AD,continuous,5,0.02457259013542126,-0.28584814731479213,24735,0.03611748393568291,False,False,
^GSPC,equity,AD,continuous,10,0.030140599679734745,-0.19944145358151183,24730,0.06162188543682208,False,False,
^GSPC,equity,AD,continuous,20,0.042349059432246955,-0.13753998892382463,24720,0.0585250856394177,False,False,
^GSPC,equity,ADOSC_3_10,continuous,1,-0.009726362384875646,-0.3292226737515381,24730,0.1295713839862814,False,False,
^GSPC,equity,ADOSC_3_10,continuous,5,-0.03493398720078889,-0.19826778465492634,24726,0.0010914006164347901,True,False,
^GSPC,equity,ADOSC_3_10,continuous,10,-0.030457055728785248,-0.1387310231852297,24721,0.023318934832836542,False,False,
^GSPC,equity,ADOSC_3_10,continuous,20,-0.014221710679639394,-0.11100918270627591,24711,0.39037909272392646,False,False,
^GSPC,equity,ADXR_14,continuous,1,0.010849010860466317,-0.09520446552176742,24699,0.09824600270927268,False,False,
^GSPC,equity,ADXR_14,continuous,5,0.02364778533667518,-0.05080717273189553,24695,0.051481328844597565,False,False,
^GSPC,equity,ADXR_14,continuous,10,0.024289455147612014,-0.03930129715631135,24690,0.13978869682669123,False,False,
^GSPC,equity,ADXR_14,continuous,20,0.02594497327977837,-0.028743091218137437,24680,0.2397486364712208,False,False,
^GSPC,equity,ADX_14,continuous,1,0.014154036611128731,-0.08514045340314577,24712,0.03044591347457372,False,False,
^GSPC,equity,ADX_14,continuous,5,0.026144992369330183,-0.053283981766317386,24708,0.02882387423782038,False,False,
^GSPC,equity,ADX_14,continuous,10,0.025126646432656812,-0.04119436003900544,24703,0.11951558374128589,False,False,
^GSPC,equity,ADX_14,continuous,20,0.02783533841648594,-0.031989862248723536,24693,0.19419289762593173,False,False,
^GSPC,equity,APO_12_26,continuous,1,3.4625271221633925e-05,-0.5713916223666514,24714,0.9958174175234511,False,False,
^GSPC,equity,APO_12_26,continuous,5,-0.014672944528438479,-0.33932227820113964,24710,0.200443350547581,False,False,
^GSPC,equity,APO_12_26,continuous,10,-0.025693613023949294,-0.2510862148260506,24705,0.0887697586919642,False,False,
^GSPC,equity,APO_12_26,continuous,20,-0.04130101333291578,-0.2140130052802216,24695,0.028874542222300462,False,False,
^GSPC,equity,AROONOSC_14,continuous,1,-0.002334441591261312,-0.44088087024029593,24725,0.7178808254069848,False,False,
^GSPC,equity,AROONOSC_14,continuous,5,-0.008378286303536715,-0.25986767232550156,24721,0.45070176623890357,False,False,
^GSPC,equity,AROONOSC_14,continuous,10,0.0024433024977631728,-0.19375999066629024,24716,0.8644237574754313,False,False,
^GSPC,equity,AROONOSC_14,continuous,20,-0.010980190755576132,-0.20541491932667671,24706,0.5343179380750009,False,False,
^GSPC,equity,ATR_RATIO_14,continuous,1,-0.007083178552610914,0.48243506370425615,24725,0.298229952523389,False,False,
^GSPC,equity,ATR_RATIO_14,continuous,5,0.0015017225524185985,0.27887021716360094,24721,0.9036635310600816,False,False,
^GSPC,equity,ATR_RATIO_14,continuous,10,0.008905724944490372,0.199186802115779,24716,0.6008803968395475,False,False,
^GSPC,equity,ATR_RATIO_14,continuous,20,0.007833385700419677,0.15063474805974486,24706,0.7394736549248138,False,False,
^GSPC,equity,BBANDS_PCTB_20_2,continuous,1,0.012104865305745127,-0.3461933936174637,24720,0.05763177870177834,False,False,
^GSPC,equity,BBANDS_PCTB_20_2,continuous,5,-0.005605080203660336,-0.2815938686621244,24716,0.61371300497103,False,False,
^GSPC,equity,BBANDS_PCTB_20_2,continuous,10,-0.007310567657176543,-0.2354809079392484,24711,0.6079049959036917,False,False,
^GSPC,equity,BBANDS_PCTB_20_2,continuous,20,-0.01693847089890359,-0.2447753913631091,24701,0.3280504768984721,False,False,
^GSPC,equity,CCI_20,continuous,1,0.006637041201521986,-0.3959899579837521,24720,0.29971904325422827,False,False,
^GSPC,equity,CCI_20,continuous,5,-0.008825138649808257,-0.2814587672451416,24716,0.42948484528811626,False,False,
^GSPC,equity,CCI_20,continuous,10,-0.009417478973696046,-0.23326594303759193,24711,0.5100224853169731,False,False,
^GSPC,equity,CCI_20,continuous,20,-0.01797503389208777,-0.24234246280092742,24701,0.3000626814744809,False,False,
^GSPC,equity,CMO_14,continuous,1,0.011162370708239827,-0.6472364010132249,24725,0.08565855912512157,False,False,
^GSPC,equity,CMO_14,continuous,5,-0.0034927484112726183,-0.46257110185374667,24721,0.75741470158442,False,False,
^GSPC,equity,CMO_14,continuous,10,-0.004971112002238629,-0.37263803589204636,24716,0.7366853947855381,False,False,
