asset,asset_class,indicator,slot,horizon,ic,ic_ir,n_obs,p_value,note,survives_fdr,cutoff
BTC-USD,crypto,MO-smi,momentum,20,0.1267948199233143,-0.1840271265951775,3349,0.0140010790156802,,False,2023-12-31
BTC-USD,crypto,MO-squeeze,momentum,1,0.0178287012195293,-0.3483685974227045,3375,0.3210695283222302,,False,2023-12-31
BTC-USD,crypto,MO-squeeze,momentum,5,0.0280425308923052,-0.224088708956504,3371,0.387295526707431,,False,2023-12-31
BTC-USD,crypto,MO-squeeze,momentum,10,0.0330478516476243,-0.1780591337062666,3366,0.4286141352670157,,False,2023-12-31
BTC-USD,crypto,MO-squeeze,momentum,20,0.0632684084492794,-0.1666915102563721,3356,0.189929702955459,,False,2023-12-31
BTC-USD,crypto,MO-stc,momentum,1,0.0521897151205004,-0.1400385378806344,3367,0.0028736512408534,,True,2023-12-31
BTC-USD,crypto,MO-stc,momentum,5,0.0549305528277307,-0.1678779472067325,3363,0.0951235508941747,,False,2023-12-31
BTC-USD,crypto,MO-stc,momentum,10,0.0602029283415116,-0.1330761048532955,3358,0.1672546100644862,,False,2023-12-31
BTC-USD,crypto,MO-stc,momentum,20,0.0623266632788027,-0.1188386403078596,3348,0.2491119845470352,,False,2023-12-31
BTC-USD,crypto,MO-stoch,momentum,1,0.0368122057871553,-0.3477390459334029,3375,0.0351060597419292,,False,2023-12-31
BTC-USD,crypto,MO-stoch,momentum,5,0.0708627885744017,-0.1888537953726216,3371,0.0225324061676674,,False,2023-12-31
BTC-USD,crypto,MO-stoch,momentum,10,0.0853887863724154,-0.1609939535293033,3366,0.0336510966884967,,False,2023-12-31
BTC-USD,crypto,MO-stoch,momentum,20,0.113808883737143,-0.1334534190575293,3356,0.0206185918717954,,False,2023-12-31
BTC-USD,crypto,MO-stochf,momentum,1,0.0297389546984143,-0.3970870099788102,3377,0.0883036260100098,,False,2023-12-31
BTC-USD,crypto,MO-stochf,momentum,5,0.0679860075170114,-0.1958617366922517,3373,0.0235309183598231,,False,2023-12-31
BTC-USD,crypto,MO-stochf,momentum,10,0.0853810068742003,-0.1666900611994186,3368,0.0255489151174915,,False,2023-12-31
BTC-USD,crypto,MO-stochf,momentum,20,0.1115231878364745,-0.1420963180846134,3358,0.0170785995978054,,False,2023-12-31
BTC-USD,crypto,MO-stochrsi,momentum,1,0.0112756438517776,-0.2076111567630919,3363,0.521433304225168,,False,2023-12-31
BTC-USD,crypto,MO-stochrsi,momentum,5,0.035594946812796,-0.057273244658375,3359,0.2429454037604163,,False,2023-12-31
BTC-USD,crypto,MO-stochrsi,momentum,10,0.0601937210899591,-0.0368855415330098,3354,0.100586013749978,,False,2023-12-31
BTC-USD,crypto,MO-stochrsi,momentum,20,0.0703009391189968,-0.0380328826927716,3344,0.0949071829200702,,False,2023-12-31
BTC-USD,crypto,MO-tmo,momentum,1,0.0368228916108558,-0.3734446689651269,3372,0.0377864480252385,,False,2023-12-31
BTC-USD,crypto,MO-tmo,momentum,5,0.056633639613569,-0.2551245843775361,3368,0.0809227593804943,,False,2023-12-31
BTC-USD,crypto,MO-tmo,momentum,10,0.0825605336654789,-0.1852469104380075,3363,0.050703869492428,,False,2023-12-31
BTC-USD,crypto,MO-tmo,momentum,20,0.109533565685393,-0.1554969576199616,3353,0.0325542380181858,,False,2023-12-31
BTC-USD,crypto,MO-trix,momentum,1,0.0477824104594804,-0.4076162377474081,3304,0.0110836899798715,,False,2023-12-31
BTC-USD,crypto,MO-trix,momentum,5,0.0566404215964992,-0.283719481924285,3300,0.1050417963159034,,False,2023-12-31
BTC-USD,crypto,MO-trix,momentum,10,0.0627557845108932,-0.2041459618294013,3295,0.1850213004944561,,False,2023-12-31
BTC-USD,crypto,MO-trix,momentum,20,0.0779391843174631,-0.1407361614897612,3285,0.2303991072767699,,False,2023-12-31
BTC-USD,crypto,MO-tsi,momentum,1,0.0585516621019918,-0.4609772802124456,3355,0.0010974927306013,,True,2023-12-31
BTC-USD,crypto,MO-tsi,momentum,5,0.088799821389056,-0.3220023596885003,3351,0.0068523903826293,,False,2023-12-31
BTC-USD,crypto,MO-tsi,momentum,10,0.1065678790957486,-0.2347086482529598,3346,0.0128637771202382,,False,2023-12-31
BTC-USD,crypto,MO-tsi,momentum,20,0.1166543782952511,-0.2008866560471902,3336,0.0296721077207076,,False,2023-12-31
BTC-USD,crypto,MO-uo,momentum,1,0.0381601340968472,-0.3532020124108647,3364,0.0292966917030505,,False,2023-12-31
BTC-USD,crypto,MO-uo,momentum,5,0.0627582748636915,-0.2288103286877721,3360,0.0392967580461882,,False,2023-12-31
BTC-USD,crypto,MO-uo,momentum,10,0.0677125607798935,-0.2025473302125903,3355,0.0863218086543673,,False,2023-12-31
BTC-USD,crypto,MO-uo,momentum,20,0.1045485671409614,-0.1511639784692075,3345,0.0278124201877577,,False,2023-12-31
BTC-USD,crypto,MO-willr,momentum,1,0.0304363795134209,-0.3963557240031838,3379,0.0811735700790448,,False,2023-12-31
BTC-USD,crypto,MO-willr,momentum,5,0.0691546132584707,-0.1960063540997333,3375,0.0211848357683722,,False,2023-12-31
BTC-USD,crypto,MO-willr,momentum,10,0.0860368640355009,-0.1669180542587112,3370,0.0242272893803231,,False,2023-12-31
BTC-USD,crypto,MO-willr,momentum,20,0.1115893213888471,-0.1422716312657805,3360,0.0169501112527198,,False,2023-12-31
BTC-USD,crypto,VO-massi,volatility,1,0.0228381260477014,-0.0234139667600726,3352,0.1914965645320703,,False,2023-12-31
BTC-USD,crypto,VO-massi,volatility,5,0.0343808326060354,-0.0268482885974596,3348,0.3002985512500248,,False,2023-12-31
BTC-USD,crypto,VO-massi,volatility,10,0.0406645852871723,-0.0445466146492938,3343,0.3568299841337821,,False,2023-12-31
BTC-USD,crypto,VO-massi,volatility,20,0.0547246365059921,-0.0305432850162857,3333,0.3158505757919423,,False,2023-12-31
BTC-USD,crypto,VO-natr,volatility,1,0.0044619665880031,0.2491157091330065,3378,0.792725549882537,,False,2023-12-31
BTC-USD,crypto,VO-natr,volatility,5,-0.0039413995777846,0.1151089262237784,3374,0.9041665430442688,,False,2023-12-31
BTC-USD,crypto,VO-natr,volatility,10,-0.0234254263022192,0.066282373363324,3369,0.6027130957572153,,False,2023-12-31
BTC-USD,crypto,VO-natr,volatility,20,-0.0563622063442556,0.0463073224495371,3359,0.3693492829249815,,False,2023-12-31
BTC-USD,crypto,VO-rvi,volatility,1,-0.0039629036919483,-0.6036145211997648,3366,0.8209234626232029,,False,2023-12-31
BTC-USD,crypto,VO-rvi,volatility,5,0.0283745578699202,-0.2284719737854441,3362,0.348338467595133,,False,2023-12-31
BTC-USD,crypto,VO-rvi,volatility,10,0.0490293879188118,-0.1660937518633945,3357,0.1995317202392769,,False,2023-12-31
BTC-USD,crypto,VO-rvi,volatility,20,0.0534509060448712,-0.1647040007580168,3347,0.2776612354516046,,False,2023-12-31
BTC-USD,crypto,VO-ui,volatility,1,-0.0360327578184973,0.2469853608712648,3366,0.0384949273348396,,False,2023-12-31
BTC-USD,crypto,VO-ui,volatility,5,-0.0589783848643762,0.139569610348197,3362,0.0707420069709811,,False,2023-12-31
BTC-USD,crypto,VO-ui,volatility,10,-0.0817532899497067,0.1174786287583596,3357,0.0610859741124743,,False,2023-12-31
BTC-USD,crypto,VO-ui,volatility,20,-0.1182555805997699,0.1031378276162439,3347,0.0349072150400327,,False,2023-12-31
BTC-USD,crypto,VO-ATR_RATIO,volatility,1,0.0044619665880031,0.2491157091330065,3378,0.792725549882537,,False,2023-12-31
BTC-USD,crypto,VO-ATR_RATIO,volatility,5,-0.0039413995777846,0.1151089262237784,3374,0.9041665430442688,,False,2023-12-31
BTC-USD,crypto,VO-ATR_RATIO,volatility,10,-0.0234254263022192,0.066282373363324,3369,0.6027130957572153,,False,2023-12-31
BTC-USD,crypto,VO-ATR_RATIO,volatility,20,-0.0563622063442556,0.0463073224495371,3359,0.3693492829249815,,False,2023-12-31
BTC-USD,crypto,VO-KC_WIDTH,volatility,1,0.0138406427692601,0.0817091348008227,3372,0.4187808179715484,,False,2023-12-31
BTC-USD,crypto,VO-KC_WIDTH,volatility,5,0.0115599806684299,0.0337180923167383,3368,0.7249591847819625,,False,2023-12-31
BTC-USD,crypto,VO-KC_WIDTH,volatility,10,-0.0038253740283893,0.0072237705695876,3363,0.9329362084095691,,False,2023-12-31
BTC-USD,crypto,VO-KC_WIDTH,volatility,20,-0.0302692643297254,0.0074213929824375,3353,0.6315382943055008,,False,2023-12-31
BTC-USD,crypto,VO-DC_WIDTH,volatility,1,0.0359666231962695,0.1127424280635382,3373,0.0347376036187652,,False,2023-12-31
BTC-USD,crypto,VO-DC_WIDTH,volatility,5,0.0484995827751786,0.0444044152469756,3369,0.12886709606175,,False,2023-12-31
BTC-USD,crypto,VO-DC_WIDTH,volatility,10,0.0278291655022834,0.0018797078219559,3364,0.526808864995107,,False,2023-12-31
BTC-USD,crypto,VO-DC_WIDTH,volatility,20,0.001821324024022,-0.0172925268652796,3354,0.9751610867660412,,False,2023-12-31
BTC-USD,crypto,VO-ACCB_WIDTH,volatility,1,0.0109603052484601,0.0579212341314811,3373,0.5212200651525687,,False,2023-12-31
BTC-USD,crypto,VO-ACCB_WIDTH,volatility,5,0.0088664427707064,0.0146212193477278,3369,0.7887982275168457,,False,2023-12-31
BTC-USD,crypto,VO-ACCB_WIDTH,volatility,10,-0.0081114865431781,-0.0028893323837061,3364,0.8598196934405951,,False,2023-12-31
BTC-USD,crypto,VO-ACCB_WIDTH,volatility,20,-0.0324188149712637,0.0050414185482335,3354,0.6105507736897198,,False,2023-12-31
BTC-USD,crypto,VO-BBP,volatility,1,0.0107359118433322,-0.2304235592411246,3388,0.5320809085245872,,False,2023-12-31
BTC-USD,crypto,VO-BBP,volatility,5,0.0344138145088943,-0.1471103144030971,3384,0.1695489821365383,,False,2023-12-31
BTC-USD,crypto,VO-BBP,volatility,10,0.040648396171998,-0.1633757271070588,3379,0.1516276616811897,,False,2023-12-31
BTC-USD,crypto,VO-BBP,volatility,20,0.0641321586478739,-0.1663852251084407,3369,0.0261679614376673,,False,2023-12-31
ETH-USD,crypto,VU-ad,volume,1,-0.0225620763284235,-0.8719786232800626,2243,0.265548459688393,,False,2023-12-31
ETH-USD,crypto,VU-ad,volume,5,-0.0367915361863583,-0.4025681359493702,2239,0.3637689867461822,,False,2023-12-31
ETH-USD,crypto,VU-ad,volume,10,-0.0486575457788685,-0.29757855131784,2234,0.3923652531873473,,False,2023-12-31
ETH-USD,crypto,VU-ad,volume,20,-0.0696073857376819,-0.1795144397192886,2224,0.3868698499684428,,False,2023-12-31
ETH-USD,crypto,VU-adosc,volume,1,0.0244156001295096,-0.4473851917817359,2234,0.2463024911638984,,False,2023-12-31
ETH-USD,crypto,VU-adosc,volume,5,0.0566974840798914,-0.1953027050376929,2230,0.1249254026408007,,False,2023-12-31
ETH-USD,crypto,VU-adosc,volume,10,0.0606880832291676,-0.2311632661843744,2225,0.2132123602703493,,False,2023-12-31
ETH-USD,crypto,VU-adosc,volume,20,0.0812021057518559,-0.2113144903653372,2215,0.1863424931167281,,False,2023-12-31
ETH-USD,crypto,VU-cmf,volume,1,0.032997741551107,-0.4876351720141824,2224,0.1150490263024089,,False,2023-12-31
ETH-USD,crypto,VU-cmf,volume,5,0.060630944549434,-0.2802269560386414,2220,0.1252191862807932,,False,2023-12-31
ETH-USD,crypto,VU-cmf,volume,10,0.0706529413779603,-0.2252437151156209,2215,0.1976010703654935,,False,2023-12-31
ETH-USD,crypto,VU-cmf,volume,20,0.1023141606791543,-0.1466789388926118,2205,0.1618986330907152,,False,2023-12-31
ETH-USD,crypto,VU-efi,volume,1,0.0063980478469219,-0.5339990225736035,2230,0.7654205750664826,,False,2023-12-31
ETH-USD,crypto,VU-efi,volume,5,0.0496604933331373,-0.2297798359978839,2226,0.1646201796514778,,False,2023-12-31
ETH-USD,crypto,VU-efi,volume,10,0.0833823616247018,-0.2214313611501012,2221,0.0604130541575463,,False,2023-12-31
ETH-USD,crypto,VU-efi,volume,20,0.1101089273136705,-0.2238031952808577,2211,0.0402625794590589,,False,2023-12-31
ETH-USD,crypto,VU-eom,volume,1,0.0197117118460335,-0.4425519066952575,2229,0.362251815772973,,False,2023-12-31
ETH-USD,crypto,VU-eom,volume,5,0.0472072107600572,-0.210694284928894,2225,0.2192103704352879,,False,2023-12-31
ETH-USD,crypto,VU-eom,volume,10,0.0685830670201253,-0.1906033478982732,2220,0.1723144712074994,,False,2023-12-31
ETH-USD,crypto,VU-eom,volume,20,0.136185146257597,-0.1841050121993643,2210,0.0217739615769505,,False,2023-12-31
ETH-USD,crypto,VU-kvo,volume,1,0.0149507372105568,-0.3752231690840997,2188,0.4866845626205297,,False,2023-12-31
ETH-USD,crypto,VU-kvo,volume,5,0.0774099878470975,-0.1332840790583682,2184,0.0416599740816653,,False,2023-12-31
ETH-USD,crypto,VU-kvo,volume,10,0.1083361695076138,-0.1030189717683218,2179,0.0274517348663838,,False,2023-12-31
ETH-USD,crypto,VU-kvo,volume,20,0.0894095157751776,-0.1202347994258145,2169,0.1474448933544995,,False,2023-12-31
ETH-USD,crypto,VU-mfi,volume,1,0.0363365476751977,-0.3003490976023294,2229,0.0839149130325131,,False,2023-12-31
ETH-USD,crypto,VU-mfi,volume,5,0.0919050433356334,-0.1045929551435106,2225,0.01811467018496,,False,2023-12-31
ETH-USD,crypto,VU-mfi,volume,10,0.106845681802823,-0.1036460896671216,2220,0.0317939126916715,,False,2023-12-31
ETH-USD,crypto,VU-mfi,volume,20,0.1046423456128982,-0.1309264437928545,2210,0.0821495267865839,,False,2023-12-31
ETH-USD,crypto,VU-nvi,volume,1,-0.064416165483977,-0.5127291851098917,2243,0.0006330987836967,,True,2023-12-31
ETH-USD,crypto,VU-nvi,volume,5,-0.1284607143732466,-0.1908450740661314,2239,0.0003603956323204,,True,2023-12-31
ETH-USD,crypto,VU-nvi,volume,10,-0.1867601219142033,-0.1234031594224897,2234,0.0001051308691853,,True,2023-12-31
ETH-USD,crypto,VU-nvi,volume,20,-0.2446926591817824,-0.0944414687427856,2224,0.0004038131384156,,True,2023-12-31
ETH-USD,crypto,VU-obv,volume,1,-0.0089289191388646,-1.1550653911517152,2243,0.669282610888914,,False,2023-12-31
ETH-USD,crypto,VU-obv,volume,5,-0.0133727965170887,-0.544259062598676,2239,0.7513412917318673,,False,2023-12-31
ETH-USD,crypto,VU-obv,volume,10,-0.0277451053551283,-0.3693144715723825,2234,0.6440566950750766,,False,2023-12-31
ETH-USD,crypto,VU-obv,volume,20,-0.0537708329447073,-0.2678305019119151,2224,0.5185739729325627,,False,2023-12-31
ETH-USD,crypto,VU-pvi,volume,1,-0.0286867507296028,-0.3009122325038174,2243,0.1857728996225981,,False,2023-12-31
ETH-USD,crypto,VU-pvi,volume,5,0.0148119172528355,-0.0396306021547219,2239,0.5248327433271487,,False,2023-12-31
ETH-USD,crypto,VU-pvi,volume,10,0.0182399129575567,-0.1036534116283941,2234,0.438470356670094,,False,2023-12-31
ETH-USD,crypto,VU-pvi,volume,20,0.027205426794739,-0.1065796571837546,2224,0.2273005243885519,,False,2023-12-31
ETH-USD,crypto,VU-pvo,volume,1,0.0339276050506864,0.1227444036246027,2210,0.1058294663553702,,False,2023-12-31
ETH-USD,crypto,VU-pvo,volume,5,0.0288827676757323,0.0041656877446493,2206,0.4260980659787163,,False,2023-12-31
ETH-USD,crypto,VU-pvo,volume,10,0.0549989584080107,0.0310090578980072,2201,0.2244407161938224,,False,2023-12-31
ETH-USD,crypto,VU-pvo,volume,20,0.0376324713489399,-0.0011071025959706,2191,0.4693506458892855,,False,2023-12-31
ETH-USD,crypto,VU-pvt,volume,1,-0.0059682081945585,-1.2025284886470362,2242,0.779050229913704,,False,2023-12-31
ETH-USD,crypto,VU-pvt,volume,5,-0.0061325322805711,-0.6943212200236886,2238,0.8869454803948498,,False,2023-12-31
ETH-USD,crypto,VU-pvt,volume,10,-0.018668570624489,-0.4945901027063997,2233,0.7610367798320152,,False,2023-12-31
ETH-USD,crypto,VU-pvt,volume,20,-0.0420869745495505,-0.3713183851349579,2223,0.622107245036791,,False,2023-12-31
ETH-USD,crypto,VU-wb_tsv,volume,1,0.0178052575353932,-0.4315721286292729,2225,0.4144281228193396,,False,2023-12-31
ETH-USD,crypto,VU-wb_tsv,volume,5,0.0537987644000901,-0.2720502348366836,2221,0.152820935912645,,False,2023-12-31
ETH-USD,crypto,VU-wb_tsv,volume,10,0.0925759677658417,-0.248541450895248,2216,0.0537905340986173,,False,2023-12-31
ETH-USD,crypto,VU-wb_tsv,volume,20,0.1321685609257614,-0.1927746839522986,2206,0.0271061650998378,,False,2023-12-31
ETH-USD,crypto,TR-adx,trend,1,0.0037332432588097,0.0780262156825971,2216,0.8539203507747276,,False,2023-12-31
ETH-USD,crypto,TR-adx,trend,5,-0.0028858490188577,-0.0071593492208563,2212,0.9419773371447496,,False,2023-12-31
ETH-USD,crypto,TR-adx,trend,10,-0.0047435555773136,-0.0242554957567449,2207,0.9287132607630492,,False,2023-12-31
ETH-USD,crypto,TR-adx,trend,20,-0.013403155438777,-0.0204638248497957,2197,0.8493576212158973,,False,2023-12-31
ETH-USD,crypto,TR-aroon,trend,1,0.0267498169236749,-0.2393059857372559,2229,0.1985565114916654,,False,2023-12-31
ETH-USD,crypto,TR-aroon,trend,5,0.0592755616172545,-0.1320179733132769,2225,0.1234832410140266,,False,2023-12-31
ETH-USD,crypto,TR-aroon,trend,10,0.068807491671992,-0.1379457391750282,2220,0.1552637850097822,,False,2023-12-31
ETH-USD,crypto,TR-aroon,trend,20,0.1008703619195266,-0.1401983905248234,2210,0.0801508665870931,,False,2023-12-31
ETH-USD,crypto,TR-chop,trend,1,-0.0321944468803372,-0.2229559649737668,2229,0.1214729338508679,,False,2023-12-31
ETH-USD,crypto,TR-chop,trend,5,-0.0444605198968721,-0.1063430548555139,2225,0.2246517601178265,,False,2023-12-31
ETH-USD,crypto,TR-chop,trend,10,-0.0345884420565873,-0.0528420939921704,2220,0.4585485306858695,,False,2023-12-31
ETH-USD,crypto,TR-chop,trend,20,-0.0195622019991239,-0.0333594004527349,2210,0.7003946801263871,,False,2023-12-31
ETH-USD,crypto,TR-dpo,trend,1,0.0320763577438085,-0.794660036613564,2213,0.1396891883208935,,False,2023-12-31
ETH-USD,crypto,TR-dpo,trend,5,0.0804224232649739,-0.3963837247310867,2209,0.0441484346495138,,False,2023-12-31
ETH-USD,crypto,TR-dpo,trend,10,0.1099352340072827,-0.2906490717560036,2204,0.0374862712595684,,False,2023-12-31
ETH-USD,crypto,TR-dpo,trend,20,0.1311262768264532,-0.2280878722978166,2194,0.0600440915547345,,False,2023-12-31
ETH-USD,crypto,TR-qstick,trend,1,0.0138997165113711,-0.4343337491634136,2234,0.509251917393962,,False,2023-12-31
ETH-USD,crypto,TR-qstick,trend,5,0.0362550334786493,-0.2435399907911401,2230,0.3119804615145883,,False,2023-12-31
ETH-USD,crypto,TR-qstick,trend,10,0.0696398313070673,-0.1899495550018823,2225,0.1323177274341306,,False,2023-12-31
ETH-USD,crypto,TR-qstick,trend,20,0.0931304056136126,-0.2298525222704325,2215,0.0930834539220784,,False,2023-12-31
ETH-USD,crypto,TR-trendflex,trend,1,0.0430032772595408,-0.2809757026090569,2223,0.040264279309264,,False,2023-12-31
ETH-USD,crypto,TR-trendflex,trend,5,0.0640539291806668,-0.2031731224488095,2219,0.0945936814207905,,False,2023-12-31
ETH-USD,crypto,TR-trendflex,trend,10,0.1029505089406839,-0.1684911779903968,2214,0.0401070433605877,,False,2023-12-31
ETH-USD,crypto,TR-trendflex,trend,20,0.1287022925721469,-0.1680267981347499,2204,0.0395581463069838,,False,2023-12-31
ETH-USD,crypto,TR-vhf,trend,1,0.0126396977108772,0.0890766298679224,2215,0.5487235897664906,,False,2023-12-31
ETH-USD,crypto,TR-vhf,trend,5,0.0121975789294445,0.0108774181628276,2211,0.7639192093272977,,False,2023-12-31
ETH-USD,crypto,TR-vhf,trend,10,-0.0194422930718361,-0.0341865025618214,2206,0.7119545687915051,,False,2023-12-31
ETH-USD,crypto,TR-vhf,trend,20,-0.0175963793484897,-0.0505570365479817,2196,0.7858368735978888,,False,2023-12-31
ETH-USD,crypto,TR-vortex,trend,1,0.0321197779929309,-0.3303687096319128,2229,0.1271996911688074,,False,2023-12-31
ETH-USD,crypto,TR-vortex,trend,5,0.0707751314318484,-0.182057274561423,2225,0.0662058051660373,,False,2023-12-31
ETH-USD,crypto,TR-vortex,trend,10,0.0802466069198734,-0.1814139273668971,2220,0.1038578558094586,,False,2023-12-31
ETH-USD,crypto,TR-vortex,trend,20,0.1022278682228341,-0.1788194988695221,2210,0.0846583136624991,,False,2023-12-31
ETH-USD,crypto,MO-ao,momentum,1,0.0363292918342875,-0.6042522182030916,2210,0.0921448225586744,,False,2023-12-31
ETH-USD,crypto,MO-ao,momentum,5,0.0762919172642106,-0.3755299741463755,2206,0.0566629092351101,,False,2023-12-31
ETH-USD,crypto,MO-ao,momentum,10,0.0957568479749504,-0.2470948795260294,2201,0.0778749356454392,,False,2023-12-31
ETH-USD,crypto,MO-ao,momentum,20,0.1252230162652379,-0.1953558753806437,2191,0.0753092687322746,,False,2023-12-31
ETH-USD,crypto,MO-apo,momentum,1,0.031220271009703,-0.4440239625033143,2218,0.1509429468353813,,False,2023-12-31
ETH-USD,crypto,MO-apo,momentum,5,0.0714564622835706,-0.2936866592398888,2214,0.071414489150258,,False,2023-12-31
ETH-USD,crypto,MO-apo,momentum,10,0.0956190022894732,-0.2159047387186545,2209,0.0645130278779086,,False,2023-12-31
ETH-USD,crypto,MO-apo,momentum,20,0.1268819375895261,-0.1607972389371993,2199,0.0592741044817011,,False,2023-12-31
ETH-USD,crypto,MO-bias,momentum,1,0.0324753609123056,-0.6635933183856522,2218,0.137262670361363,,False,2023-12-31
ETH-USD,crypto,MO-bias,momentum,5,0.0746510577394231,-0.3315609177780642,2214,0.0610959818082397,,False,2023-12-31
ETH-USD,crypto,MO-bias,momentum,10,0.1125842477080553,-0.2711370584923748,2209,0.0290881400211253,,False,2023-12-31
ETH-USD,crypto,MO-bias,momentum,20,0.1170424129272245,-0.2457835638760855,2199,0.0749767587391275,,False,2023-12-31
ETH-USD,crypto,MO-bop,momentum,1,-0.046215483054788,-0.4664487446614673,2243,0.0287497379493232,,False,2023-12-31
ETH-USD,crypto,MO-bop,momentum,5,0.0190090733465429,-0.0939542168319092,2239,0.3785168708424683,,False,2023-12-31
ETH-USD,crypto,MO-bop,momentum,10,0.0350744288994498,-0.1202937737454097,2234,0.1062656039837891,,False,2023-12-31
ETH-USD,crypto,MO-bop,momentum,20,0.0323942826334691,-0.1732880170747306,2224,0.1271144845766767,,False,2023-12-31
ETH-USD,crypto,MO-brar,momentum,1,0.02489456150505,-0.6293311857225667,2218,0.2321883607041971,,False,2023-12-31
ETH-USD,crypto,MO-brar,momentum,5,0.0552804223968935,-0.3114842335571157,2214,0.1516349513479023,,False,2023-12-31
ETH-USD,crypto,MO-brar,momentum,10,0.0714822003630632,-0.2219101682480996,2209,0.1522481351510723,,False,2023-12-31
ETH-USD,crypto,MO-brar,momentum,20,0.0657981487234795,-0.1823799290964478,2199,0.3110112454988667,,False,2023-12-31
ETH-USD,crypto,MO-cci,momentum,1,0.0268662069413207,-0.2759222638012442,2230,0.1903905563574907,,False,2023-12-31
ETH-USD,crypto,MO-cci,momentum,5,0.0603897267623451,-0.1357027582911322,2226,0.0973719672705087,,False,2023-12-31
ETH-USD,crypto,MO-cci,momentum,10,0.0842374422043735,-0.1477373378739581,2221,0.0618150706500108,,False,2023-12-31
ETH-USD,crypto,MO-cci,momentum,20,0.0961482155945431,-0.1733123592007498,2211,0.0670272873850236,,False,2023-12-31
ETH-USD,crypto,MO-cfo,momentum,1,-0.0227162725432648,-0.0865807658238572,2235,0.2972018887677877,,False,2023-12-31
ETH-USD,crypto,MO-cfo,momentum,5,0.0296910121265756,0.186197539358663,2231,0.3115080177973355,,False,2023-12-31
ETH-USD,crypto,MO-cfo,momentum,10,0.0029381997245248,0.0763933999225625,2226,0.925459233837324,,False,2023-12-31
ETH-USD,crypto,MO-cfo,momentum,20,0.0047311764093084,0.1112810268280573,2216,0.8584848963398308,,False,2023-12-31
ETH-USD,crypto,MO-cg,momentum,1,-0.0245470880133642,0.3330782787353569,2234,0.2503311352569058,,False,2023-12-31
ETH-USD,crypto,MO-cg,momentum,5,-0.0416411218634327,0.2056090044846534,2230,0.2660036989258461,,False,2023-12-31
ETH-USD,crypto,MO-cg,momentum,10,-0.0726901428673833,0.1804046473292918,2225,0.1194891462613265,,False,2023-12-31
ETH-USD,crypto,MO-cg,momentum,20,-0.0707999245324004,0.2206853245129276,2215,0.174538648758446,,False,2023-12-31
ETH-USD,crypto,MO-cmo,momentum,1,0.0292964096510417,-0.6859070318779104,2229,0.1701655234329174,,False,2023-12-31
ETH-USD,crypto,MO-cmo,momentum,5,0.0680797648443527,-0.3371212923276722,2225,0.085991155052574,,False,2023-12-31
ETH-USD,crypto,MO-cmo,momentum,10,0.0934403164520896,-0.2907071911347736,2220,0.068564901680126,,False,2023-12-31
ETH-USD,crypto,MO-cmo,momentum,20,0.1140756974827906,-0.2650850554656683,2210,0.0861740578822806,,False,2023-12-31
ETH-USD,crypto,MO-coppock,momentum,1,0.0408076954413401,-0.4195269410092652,2220,0.0603734358827477,,False,2023-12-31
ETH-USD,crypto,MO-coppock,momentum,5,0.0721777900568802,-0.2584078467747863,2216,0.0741533104564681,,False,2023-12-31
ETH-USD,crypto,MO-coppock,momentum,10,0.0974220565000841,-0.2021731659909159,2211,0.066218542470696,,False,2023-12-31
ETH-USD,crypto,MO-coppock,momentum,20,0.104246352768018,-0.172396723168879,2201,0.1183953590025665,,False,2023-12-31
ETH-USD,crypto,MO-crsi,momentum,1,-0.0530408571727839,-0.5750981297613433,2143,0.0165093242840319,,False,2023-12-31
ETH-USD,crypto,MO-crsi,momentum,5,0.0206318345911969,-0.1296775893780235,2139,0.4463011485148717,,False,2023-12-31
ETH-USD,crypto,MO-crsi,momentum,10,0.0483118555041762,-0.1352690703251545,2134,0.0945600671003002,,False,2023-12-31
ETH-USD,crypto,MO-crsi,momentum,20,0.0390244471484275,-0.1746409937719842,2124,0.1878837820678037,,False,2023-12-31
ETH-USD,crypto,MO-cti,momentum,1,0.0200111895386639,-0.3346178738881445,2232,0.3413007671567739,,False,2023-12-31
ETH-USD,crypto,MO-cti,momentum,5,0.0347486213247754,-0.20629732146793,2228,0.3676023244403632,,False,2023-12-31
ETH-USD,crypto,MO-cti,momentum,10,0.0710114730344091,-0.1432953368367951,2223,0.1465487058472003,,False,2023-12-31
ETH-USD,crypto,MO-cti,momentum,20,0.06694288043495,-0.19086732773058,2213,0.2199146790533541,,False,2023-12-31
ETH-USD,crypto,MO-er,momentum,1,0.0274742602343746,0.1320403544369708,2233,0.20152078659731,,False,2023-12-31
ETH-USD,crypto,MO-er,momentum,5,0.0716462283012474,0.150989463117655,2229,0.0416812279322464,,False,2023-12-31
ETH-USD,crypto,MO-er,momentum,10,0.0642699781856723,0.093785719012458,2224,0.1194294159595449,,False,2023-12-31
ETH-USD,crypto,MO-er,momentum,20,0.0363796741004154,0.0257265141944009,2214,0.403005391493285,,False,2023-12-31
ETH-USD,crypto,MO-eri,momentum,1,0.0140806932823649,-0.4054699210712996,2231,0.5116145820112676,,False,2023-12-31
ETH-USD,crypto,MO-eri,momentum,5,0.0331235820696285,-0.2781148011707785,2227,0.3615416771043837,,False,2023-12-31
ETH-USD,crypto,MO-eri,momentum,10,0.048056331279926,-0.2597499104314066,2222,0.3216259626811389,,False,2023-12-31
