Date,OOS,IS,EW_BH
2024-01-02,0.9985637313204219,0.9998736056988999,1.001356714044488
2024-01-03,0.9929720306272577,0.9928273099566871,0.9902470166957448
2024-01-04,0.9931078292421825,0.9934647410308944,0.9914142469435717
2024-01-05,0.9936902923296458,0.9931700409745481,0.9917549083032045
2024-01-08,0.9941406848393511,0.9939857724150923,0.9965226671444541
2024-01-09,0.9922170182982214,0.9919778050696132,0.9962608977755856
2024-01-10,0.9926097484564879,0.9938009972641462,1.002223940412527
2024-01-11,0.9915366620965113,0.992992003359027,1.003437734847714
2024-01-12,0.9925201284044277,0.9930403086631182,1.0014343006962332
2024-01-16,0.9894735879268569,0.9899923227949092,0.9977740812871019
2024-01-17,0.9833924888417036,0.982967303890705,0.9885865575419425
2024-01-18,0.986825159544564,0.9858706688725208,0.9897427565116828
2024-01-19,0.9883519793449165,0.9886961626505828,0.9933658035925018
2024-01-22,0.9872319574502973,0.9860656295529944,0.9882576648043815
2024-01-23,0.9889132857929928,0.9877252030843326,0.9879111404431338
2024-01-24,0.9947308978074906,0.991886761713227,0.9921983273555998
2024-01-25,0.9948989325994172,0.9912049858447135,0.9960685284403359
2024-01-26,0.9963679453527131,0.9931245998452998,0.9994239954393759
2024-01-29,0.9971712079736288,0.994582001632506,1.0055291516934637
2024-01-30,0.9945849089380014,0.9921574548265729,1.0058821512184493
2024-01-31,0.9924009959171626,0.9909448169361011,1.0004326081157833
2024-02-01,0.9960784676415882,0.9927844934299013,1.0035045110711804
2024-02-02,0.9974109074356355,0.9990995293066598,1.0032533276020488
2024-02-05,0.993411989801647,0.9996755966299986,0.9997447269837602
2024-02-06,0.9986395817227441,1.0034618307197096,1.0061954885305349
2024-02-07,1.0003970933288975,1.007684005083459,1.0093047478078176
2024-02-08,1.0055610688701477,1.0150210886065507,1.0137174578456036
2024-02-09,1.008059353935071,1.0185753150791157,1.017912510990249
2024-02-12,1.0102203949631001,1.0208965799760286,1.0262039442147524
2024-02-13,1.0078065808720251,1.0228323249956512,1.0218512808896145
2024-02-14,1.0104989912048936,1.0264010851571204,1.0295134091369706
2024-02-15,1.0165482938023065,1.0307406750002772,1.0358325444169134
2024-02-16,1.0199316888416519,1.0350578367799514,1.0400431402061907
2024-02-20,1.0161454982329792,1.0318295311278989,1.043105946025227
2024-02-21,1.014799894234226,1.0312313960922208,1.040520811138769
2024-02-22,1.0303892424335528,1.045207750897713,1.047502552328758
2024-02-23,1.030050688800085,1.042118205687041,1.046266998149524
2024-02-26,1.0321259483770802,1.0454617663924457,1.0550152967537385
2024-02-27,1.0357348508941815,1.04993499165402,1.0614537862696258
2024-02-28,1.0382449218843848,1.0528305070916648,1.0702594490550488
2024-02-29,1.0409653096089329,1.0534824131531975,1.069550289733153
