asset,asset_class,cutoff,volume_ind,trend_ind,momentum_ind,volatility_ind,n_slots,horizon,comp_ic,comp_p,comp_ic_ir,redundancy,traded_sign,is_winner,fdr_fallback_slots
BTC-USD,crypto,FULL,VU-mfi,TR-vhf,MO-kst,VO-rvi,4,5,0.0580247859764957,0.0453509592245707,-0.2300245776758624,0.3395991744001347,1.0,False,volatility
BTC-USD,crypto,FULL,VU-mfi,TR-vhf,MO-kst,VO-rvi,4,10,0.0873942011769947,0.0215466097801908,-0.1596348549777126,0.3395991744001347,1.0,False,volatility
BTC-USD,crypto,FULL,VU-mfi,TR-vhf,MO-kst,VO-rvi,4,20,0.0970951021260931,0.0456348627173519,-0.1384942307519355,0.3395991744001347,1.0,False,volatility
BTC-USD,crypto,FULL,VU-mfi,TR-vhf,MO-brar,VO-rvi,4,1,0.0170795173080739,0.2786238046030479,-0.4709388028167315,0.3789367205798091,1.0,False,volatility
BTC-USD,crypto,FULL,VU-mfi,TR-vhf,MO-brar,VO-rvi,4,5,0.0530334951108505,0.0628284298186516,-0.1896458433641018,0.3789367205798091,1.0,False,volatility
BTC-USD,crypto,FULL,VU-mfi,TR-vhf,MO-brar,VO-rvi,4,10,0.0864923522175794,0.02041577449315,-0.1263140145128798,0.3789367205798091,1.0,False,volatility
BTC-USD,crypto,FULL,VU-mfi,TR-vhf,MO-brar,VO-rvi,4,20,0.0958753444744145,0.0465360217065203,-0.1164242853814149,0.3789367205798091,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-smi,VO-rvi,4,1,0.0228595357755831,0.1473304572177903,-0.5712513879731709,0.650963870170576,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-smi,VO-rvi,4,5,0.0562411153334061,0.050773187464509,-0.2654262887668578,0.650963870170576,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-smi,VO-rvi,4,10,0.0849660602353647,0.0261674861516629,-0.1930524647859802,0.650963870170576,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-smi,VO-rvi,4,20,0.1003526793364595,0.0370859280255912,-0.1662958659201288,0.650963870170576,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-tsi,VO-rvi,4,1,0.0256984446128129,0.1037565091232032,-0.5778057601930354,0.6164272460779306,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-tsi,VO-rvi,4,5,0.0575121606666995,0.0468178030040853,-0.2834571628135189,0.6164272460779306,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-tsi,VO-rvi,4,10,0.0836929514682838,0.0301008183983817,-0.2096653840592145,0.6164272460779306,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-tsi,VO-rvi,4,20,0.0965640549394689,0.0484334970054169,-0.1773470926775586,0.6164272460779306,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-trix,VO-rvi,4,1,0.0288031837089256,0.070814550713124,-0.6759967739099686,0.4066470779855725,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-trix,VO-rvi,4,5,0.0536326481788492,0.0656119933169129,-0.3463944357617156,0.4066470779855725,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-trix,VO-rvi,4,10,0.0781655977491104,0.0440441211416881,-0.2583875057367426,0.4066470779855725,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-trix,VO-rvi,4,20,0.0958184205985974,0.0499079223991498,-0.2026957942320112,0.4066470779855725,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-kst,VO-rvi,4,1,0.0295355344078414,0.0645938853791358,-0.5990759580108869,0.549073397331298,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-kst,VO-rvi,4,5,0.060892569929555,0.0364912787391074,-0.2985023997352131,0.549073397331298,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-kst,VO-rvi,4,10,0.0838329019947927,0.0308370827817895,-0.2210074393413863,0.549073397331298,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-kst,VO-rvi,4,20,0.096553224834608,0.048007195669026,-0.181806962937908,0.549073397331298,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-brar,VO-rvi,4,1,0.0240000000132869,0.1275167307927343,-0.5416499818615476,0.5637433137923518,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-brar,VO-rvi,4,5,0.0580094794628749,0.0428741156022219,-0.2540774713404064,0.5637433137923518,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-brar,VO-rvi,4,10,0.0850798156124874,0.0256606326965373,-0.1877492748235478,0.5637433137923518,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-trendflex,MO-brar,VO-rvi,4,20,0.0964307647865181,0.0468858523987775,-0.1651792331615897,0.5637433137923518,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-smi,VO-rvi,4,1,0.0228677527637297,0.1465552423728418,-0.538180264117554,0.6442061772771783,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-smi,VO-rvi,4,5,0.0570014872996954,0.0467354624869368,-0.2454822052163313,0.6442061772771783,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-smi,VO-rvi,4,10,0.0855851536361732,0.0235840213251407,-0.1873754742215302,0.6442061772771783,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-smi,VO-rvi,4,20,0.1034675822977535,0.0296399358855921,-0.161927984216416,0.6442061772771783,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-tsi,VO-rvi,4,1,0.02560915526558,0.1046810695150778,-0.5466326028576259,0.6004412091276592,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-tsi,VO-rvi,4,5,0.0582755317448169,0.0432464563028696,-0.2623275171293497,0.6004412091276592,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-tsi,VO-rvi,4,10,0.0848447417671487,0.026485811817554,-0.2054417174496584,0.6004412091276592,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-tsi,VO-rvi,4,20,0.1004330601887527,0.0381017127461101,-0.1737795606801918,0.6004412091276592,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-trix,VO-rvi,4,1,0.0284414555838843,0.0742032706503897,-0.627676175420625,0.3958788543477777,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-trix,VO-rvi,4,5,0.0545047619153008,0.0605768077708168,-0.3200556146619216,0.3958788543477777,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-trix,VO-rvi,4,10,0.0791113379912127,0.0396881954423948,-0.2548349783079828,0.3958788543477777,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-trix,VO-rvi,4,20,0.1000069330674281,0.0385898376124698,-0.2030879188164888,0.3958788543477777,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-kst,VO-rvi,4,1,0.0292695080593923,0.0667026479395564,-0.5688375337450555,0.5288246812605736,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-kst,VO-rvi,4,5,0.0617064142431976,0.0334327105116398,-0.2790897509654018,0.5288246812605736,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-kst,VO-rvi,4,10,0.0846396595433071,0.0278320096820852,-0.2180976191874263,0.5288246812605736,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-kst,VO-rvi,4,20,0.1001525466095859,0.0385031228328874,-0.1799649269841239,0.5288246812605736,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-brar,VO-rvi,4,1,0.0238298520594939,0.1295953414804267,-0.5301312278045451,0.5526968678255125,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-brar,VO-rvi,4,5,0.0583467156066795,0.0403641321693016,-0.2364498538007261,0.5526968678255125,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-brar,VO-rvi,4,10,0.0855624917399584,0.0229265827835303,-0.1838651765216161,0.5526968678255125,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vortex,MO-brar,VO-rvi,4,20,0.0998650019833331,0.0367929282390684,-0.1623771133494031,0.5526968678255125,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-smi,VO-rvi,4,1,0.0165443060901037,0.297390171058107,-0.508047246403839,0.3819168717273749,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-smi,VO-rvi,4,5,0.0573436004231363,0.0474788246191366,-0.2125944208059059,0.3819168717273749,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-smi,VO-rvi,4,10,0.0876116511432297,0.0211719961584116,-0.1566123297980327,0.3819168717273749,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-smi,VO-rvi,4,20,0.1088864501162997,0.0247130319875311,-0.1209798934117261,0.3819168717273749,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-tsi,VO-rvi,4,1,0.0224032190691926,0.1577029824204621,-0.5021527567953866,0.3561024036796039,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-tsi,VO-rvi,4,5,0.0607961587959845,0.0362845253378307,-0.2170808676523056,0.3561024036796039,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-tsi,VO-rvi,4,10,0.0878394998671597,0.0226121595731956,-0.1644756451192946,0.3561024036796039,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-tsi,VO-rvi,4,20,0.1044454731376436,0.0352020273609595,-0.1303963877207713,0.3561024036796039,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-trix,VO-rvi,4,1,0.0282451469293279,0.0761005814423182,-0.4956579208984825,0.2309742247429929,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-trix,VO-rvi,4,5,0.0559219659158595,0.056505020869483,-0.2327269541882631,0.2309742247429929,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-trix,VO-rvi,4,10,0.0806726867239774,0.0378355122199826,-0.1839799935210653,0.2309742247429929,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-trix,VO-rvi,4,20,0.0989158965267033,0.0459695843970783,-0.1412388999702912,0.2309742247429929,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-kst,VO-rvi,4,1,0.0282704433128996,0.0769101387628169,-0.4861447648328678,0.3075176744347902,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-kst,VO-rvi,4,5,0.0653215691421997,0.0247202473141028,-0.215926930138014,0.3075176744347902,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-kst,VO-rvi,4,10,0.0872214397178802,0.023962509199748,-0.1693145391772292,0.3075176744347902,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-kst,VO-rvi,4,20,0.1016203964723364,0.0385170731994955,-0.133707094543863,0.3075176744347902,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-brar,VO-rvi,4,1,0.0188013266270723,0.2353622983468798,-0.4407158149983674,0.3234315907289276,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-brar,VO-rvi,4,5,0.0594428901856492,0.0381820288217177,-0.1773629303655444,0.3234315907289276,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-brar,VO-rvi,4,10,0.0864293916790376,0.0213182670661542,-0.137506865217581,0.3234315907289276,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-chop,MO-brar,VO-rvi,4,20,0.1008088125118815,0.0366721776228329,-0.1135025234801786,0.3234315907289276,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-smi,VO-rvi,4,1,0.0198435963131611,0.208206173161631,-0.5383651151816969,0.6072803763263481,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-smi,VO-rvi,4,5,0.0561728220526755,0.0491298477667875,-0.2473428889445074,0.6072803763263481,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-smi,VO-rvi,4,10,0.0838603105479801,0.0257355627499107,-0.1883655289049871,0.6072803763263481,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-smi,VO-rvi,4,20,0.1039987989774346,0.0281931312996155,-0.1611070348633076,0.6072803763263481,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-tsi,VO-rvi,4,1,0.0228571676594426,0.1479415820548435,-0.5656569715122379,0.5645968931489943,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-tsi,VO-rvi,4,5,0.0578129916565057,0.0439696817982131,-0.268722385952935,0.5645968931489943,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-tsi,VO-rvi,4,10,0.0831588384703251,0.0287146881708917,-0.208686819844914,0.5645968931489943,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-tsi,VO-rvi,4,20,0.100932461833358,0.0364949850971302,-0.1753069937126184,0.5645968931489943,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-trix,VO-rvi,4,1,0.025187554444233,0.1144285082802277,-0.6628002992376943,0.3704615823797453,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-trix,VO-rvi,4,5,0.0535053587644701,0.064415384779981,-0.3302023041303736,0.3704615823797453,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-trix,VO-rvi,4,10,0.0761955271663455,0.0475848580574372,-0.2593098212944072,0.3704615823797453,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-trix,VO-rvi,4,20,0.0989893532518819,0.0411505189447542,-0.2039862664420655,0.3704615823797453,1.0,True,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-kst,VO-rvi,4,1,0.0257848876570186,0.1067147739475354,-0.6047081809648797,0.4958033315267931,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-kst,VO-rvi,4,5,0.0598855131587997,0.0380853893662934,-0.2865478028421095,0.4958033315267931,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-kst,VO-rvi,4,10,0.0811445542983517,0.0341669292844746,-0.225899537282833,0.4958033315267931,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-kst,VO-rvi,4,20,0.0989582997402079,0.0405006883216644,-0.1845550816679384,0.4958033315267931,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-brar,VO-rvi,4,1,0.0202517157807271,0.1981591881486671,-0.5311988074054137,0.5164521379524872,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-brar,VO-rvi,4,5,0.0571328926934247,0.0439901989854469,-0.2421572938610172,0.5164521379524872,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-brar,VO-rvi,4,10,0.0834533278569763,0.0255790631758081,-0.1892314251982227,0.5164521379524872,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-aroon,MO-brar,VO-rvi,4,20,0.1003418201556873,0.0350646709273328,-0.1638082202316451,0.5164521379524872,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-smi,VO-rvi,4,1,0.0150923832090303,0.3400622600328634,-0.5295519161247297,0.4208301458281894,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-smi,VO-rvi,4,5,0.0527655751769917,0.0667087922306941,-0.2401523002192392,0.4208301458281894,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-smi,VO-rvi,4,10,0.0839247651417896,0.0278256661706554,-0.1735975930118936,0.4208301458281894,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-smi,VO-rvi,4,20,0.102297984660803,0.038002834804893,-0.1416735937403176,0.4208301458281894,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-tsi,VO-rvi,4,1,0.0187627330466941,0.2360557544241743,-0.5443394679718515,0.4030544601835177,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-tsi,VO-rvi,4,5,0.0544217616459623,0.0598422003247684,-0.2498063446354355,0.4030544601835177,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-tsi,VO-rvi,4,10,0.0825219771872878,0.032665035537606,-0.1842049933776147,0.4030544601835177,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-tsi,VO-rvi,4,20,0.0976370555050994,0.0531937643785912,-0.1518976695185578,0.4030544601835177,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-trix,VO-rvi,4,1,0.0262615462745119,0.0985575641191404,-0.5548876679661032,0.2680449121739006,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-trix,VO-rvi,4,5,0.050650149053191,0.0822669245892032,-0.2637313506173244,0.2680449121739006,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-trix,VO-rvi,4,10,0.0765955806991439,0.049367270446058,-0.197155936493856,0.2680449121739006,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-trix,VO-rvi,4,20,0.091323867642808,0.0714417385934592,-0.1596139494797606,0.2680449121739006,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-kst,VO-rvi,4,1,0.0238489021516706,0.1353004503005087,-0.5430602708164269,0.3601559878977449,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-kst,VO-rvi,4,5,0.0581338294830535,0.0452704867813306,-0.2472498261645599,0.3601559878977449,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-kst,VO-rvi,4,10,0.0816549327710616,0.0354255381008036,-0.1862887167812507,0.3601559878977449,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-kst,VO-rvi,4,20,0.0949598126332083,0.0586815613355131,-0.1536661726368517,0.3601559878977449,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-brar,VO-rvi,4,1,0.0167791463950899,0.2890844366425488,-0.4932434086220273,0.3568550457995769,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-brar,VO-rvi,4,5,0.0540659950436152,0.0593135438428697,-0.2230919825193322,0.3568550457995769,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-brar,VO-rvi,4,10,0.081558220899389,0.0326844981550929,-0.1638957521467444,0.3568550457995769,1.0,False,volatility
BTC-USD,crypto,FULL,VU-cmf,TR-vhf,MO-brar,VO-rvi,4,20,0.0946593803146565,0.0573355581281508,-0.1366698348714449,0.3568550457995769,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-smi,VO-rvi,4,1,0.0218879498695455,0.1682507969696896,-0.5047605966796099,0.6643440863290948,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-smi,VO-rvi,4,5,0.057583562539944,0.0447130012292061,-0.2327012210352282,0.6643440863290948,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-smi,VO-rvi,4,10,0.0916323727905204,0.01389648660943,-0.1559881413182657,0.6643440863290948,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-smi,VO-rvi,4,20,0.1056242918281815,0.0230578868625498,-0.1445224288151123,0.6643440863290948,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-tsi,VO-rvi,4,1,0.0249837050525258,0.1162113919407553,-0.5325323447665252,0.5988144873171666,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-tsi,VO-rvi,4,5,0.0588974212801124,0.0411400769759023,-0.2533366160492691,0.5988144873171666,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-tsi,VO-rvi,4,10,0.0909645608958185,0.0157213015470927,-0.1730633850532026,0.5988144873171666,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-tsi,VO-rvi,4,20,0.1021249436214199,0.030666995320914,-0.1589851432147108,0.5988144873171666,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-trix,VO-rvi,4,1,0.0257248401696682,0.109497641373281,-0.6052049092518212,0.373140365259539,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-trix,VO-rvi,4,5,0.0535149314525761,0.0662809449642935,-0.3091945029138763,0.373140365259539,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-trix,VO-rvi,4,10,0.0874204564220793,0.0201625183300787,-0.2183812680925614,0.373140365259539,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-trix,VO-rvi,4,20,0.1063066446041854,0.0199473002006864,-0.1890372180675063,0.373140365259539,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-kst,VO-rvi,4,1,0.0276941327542708,0.083896687419777,-0.5627783649708864,0.5179180572816889,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-kst,VO-rvi,4,5,0.0601320916093731,0.0384127630975724,-0.2693403558064001,0.5179180572816889,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-kst,VO-rvi,4,10,0.089082104155759,0.0188969900161631,-0.1840244608855409,0.5179180572816889,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-kst,VO-rvi,4,20,0.1014957213614253,0.0315847699040949,-0.1636523340684118,0.5179180572816889,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-brar,VO-rvi,4,1,0.0214593429366823,0.1745612717869273,-0.4971827734849112,0.5958957944438401,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-brar,VO-rvi,4,5,0.0566964905848812,0.0471228775375911,-0.2236658490447366,0.5958957944438401,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-brar,VO-rvi,4,10,0.0896198066232283,0.0160736755547132,-0.14693361087689,0.5958957944438401,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-trendflex,MO-brar,VO-rvi,4,20,0.0990919322166845,0.034917422380954,-0.1409268743857247,0.5958957944438401,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-smi,VO-rvi,4,1,0.0219051442536525,0.1674331726124158,-0.4730536222409355,0.6672763890726477,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-smi,VO-rvi,4,5,0.0578900190737546,0.0422633691516683,-0.2195636623348385,0.6672763890726477,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-smi,VO-rvi,4,10,0.0914643723803558,0.0128154092101082,-0.152385814055297,0.6672763890726477,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-smi,VO-rvi,4,20,0.1080094499702193,0.0181061321179743,-0.1422157747005653,0.6672763890726477,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-tsi,VO-rvi,4,1,0.0247708531350577,0.1191730961164183,-0.4895314450448214,0.5925184460038456,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-tsi,VO-rvi,4,5,0.0592472916539185,0.0387635038318169,-0.2344974791518212,0.5925184460038456,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-tsi,VO-rvi,4,10,0.091385349150807,0.0139343647797908,-0.1680393987722756,0.5925184460038456,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-tsi,VO-rvi,4,20,0.1054462534684421,0.0231962464797721,-0.1553566088227353,0.5925184460038456,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-trix,VO-rvi,4,1,0.0263901410803367,0.1003287100669047,-0.563760089191921,0.3720621372586947,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-trix,VO-rvi,4,5,0.0552883734150193,0.0562071563625008,-0.2882779097732582,0.3720621372586947,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-trix,VO-rvi,4,10,0.0891273416176758,0.0163344302214984,-0.2120883445081656,0.3720621372586947,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-trix,VO-rvi,4,20,0.1103691163823682,0.0137485073513269,-0.1860129529094559,0.3720621372586947,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-kst,VO-rvi,4,1,0.0275339987736433,0.0856394608916311,-0.506135288246118,0.5073593368479153,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-kst,VO-rvi,4,5,0.0608772484377112,0.0348848879369102,-0.2483026613548174,0.5073593368479153,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-kst,VO-rvi,4,10,0.0899928667153965,0.0162105804915105,-0.1782604752430057,0.5073593368479153,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-kst,VO-rvi,4,20,0.1052363961410846,0.0232896803735003,-0.160548061179488,0.5073593368479153,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-brar,VO-rvi,4,1,0.021221070511627,0.1790384631179046,-0.4565669239130954,0.5945393441139516,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-brar,VO-rvi,4,5,0.0564802135796009,0.0462286566656318,-0.2074474972589584,0.5945393441139516,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-brar,VO-rvi,4,10,0.0895445783199317,0.0144559732649676,-0.1433499568660074,0.5945393441139516,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-vortex,MO-brar,VO-rvi,4,20,0.1018324702539043,0.0269745906772296,-0.1381139513441247,0.5945393441139516,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-chop,MO-smi,VO-rvi,4,1,0.0135164151805853,0.3978164320009708,-0.4674907874277051,0.403804221399113,1.0,False,volatility
BTC-USD,crypto,FULL,VU-kvo,TR-chop,MO-smi,VO-rvi,4,5,0.0567805362118966,0.0484729261128256,-0.1914198433521403,0.403804221399113,1.0,False,volatility
